Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,S,0,0,0,0,0,0,83.54,0,0,82.41,96.40492,2.648797,0,0,0,0,0,0,86,86,0,0
0.09999999,S,0.09999999,0.04003043,0,0.4617271,0,1516.504,83.09644,0.1345467,0,82.22182,96.40492,2.684415,555.029882203101,553.51677311551,40.9554882547052,51.3251124794802,44.11564,3.287351,86,86,1.759382,0.1321398
0.2,S,0.2,0.08457711,0,0.434528,0,1484.493,82.43188,0.565088,0,82.03362,96.40492,2.720033,547.101207622744,545.607346785211,40.4024073078225,103.411700318467,98.87753,7.341658,86,86,8.917109,0.6641544
0.3,S,0.3,0.1316809,8.537582,0.6323834,1.240605,1524.227,81.76665,1.992543,4.201167,81.84544,96.40492,2.755652,566.888620134608,565.4578,40.25151,158.30907208236,154.5326,11.42817,85.99766,85.7705,21.65575,1.602712
0.3999999,S,0.3999999,0.1810951,6.176845,0.5229476,0.8992591,1586.769,81.08202,3.114159,5.661685,81.65725,96.40492,2.79127,596.318803567734,594.7981,42.55979,215.923116692378,212.4639,15.55136,85.90713,85.81368,40.26989,2.94965
0.4999998,S,0.4999998,0.2333992,4.588485,0.4673737,0.6703089,1633.957,80.3674,4.618661,6.930146,81.46906,96.40492,2.826888,620.19455610109,618.4608,46.34141,276.806880565566,273.4535,20.01229,85.66098,85.81435,64.85374,4.724813
0.5999997,S,0.5999997,0.2874623,3.340446,0.4346033,0.4913402,1662.148,79.63676,6.507045,7.639824,81.28087,96.40492,2.862507,636.804630294447,634.6759,52.02537,339.635857369562,336.2433,24.94097,85.23538,85.75784,95.63919,6.967683
0.6999996,S,0.6999996,0.3428956,2.239656,0.4138949,0.33394,1682.789,78.89539,8.804571,7.337971,81.09268,96.40492,2.898125,650.576666783765,647.7781,60.27879,404.001573352355,400.4411,30.57431,84.6273,85.63384,132.7835,9.736511
0.7999995,S,0.7999995,0.3994664,1.220641,0.4014978,0.1879468,1696.162,78.14619,11.57151,5.572639,80.90449,96.40492,2.933743,661.521685189662,657.697,71.03236,469.630471027906,465.7669,37.17246,83.86616,85.43694,176.4124,13.11486
0.8999994,S,0.8999994,0.4570344,0.2973804,0.3973979,0.05469725,1709.552,77.39104,14.96256,2.112056,80.7163,96.40492,2.969361,672.535957944995,667.2812,83.90718,536.383821187189,532.0669,44.9709,83.02329,85.16878,226.6277,17.21133
0.9999993,S,0.9999993,0.5155854,-0.4610268,0.4005587,-0.05632089,1721.763,76.62993,19.14999,-2.754518,80.52811,96.40492,3.00498,683.063864061348,676.0819,97.4141,604.234971178538,599.3018,54.10969,82.21252,84.84087,283.5249,22.15417
1.099999,S,1.099999,0.5749032,-0.9587123,0.4063513,-0.1314738,1725.223,75.8652,24.09298,-7.957474,80.33992,96.40492,3.040598,689.840611192499,681.1962,108.866,672.89663964688,667.1901,64.50472,81.5741,84.47774,347.1847,28.07553
1.199999,S,1.199999,0.6348225,-1.114418,0.4116129,-0.1587352,1728.699,75.09898,29.67359,-11.66107,80.15173,96.40492,3.076216,696.440885064124,686.6813,116.1839,742.209756349412,735.6069,75.83775,81.23732,84.11386,417.6621,35.08681
1.299999,S,1.299999,0.6953492,-0.9121576,0.4169115,-0.1346483,1734.537,74.33121,35.94845,-11.81388,79.96355,96.40492,3.111835,703.749965848241,693.8606,117.5648,812.186126229662,804.6306,87.58169,81.26653,83.78798,495.0131,43.2569
1.399999,S,1.399999,0.756673,-0.4426625,0.4135697,-0.07064768,1744.942,73.55977,42.08468,-7.306591,79.77535,96.40492,3.147453,713.150631277741,704.1428,112.99,883.053058206965,874.5742,99.13262,81.61111,83.53315,579.3145,52.59666
1.499999,S,1.499999,0.8188746,0.09555268,0.4176654,0.00649232,1752.84,72.78378,49.59322,0.7826685,79.58717,96.40492,3.183071,721.067660433125,713.4767,104.3531,954.860629137898,945.5634,109.9797,82.09357,83.36566,670.6682,63.05947
1.599999,S,1.599999,0.8812784,0.4622695,0.4396029,0.06226563,1730.641,72.0094,60.21651,8.649051,79.39898,96.40492,3.218689,714.404182210128,708.0876,94.79075,1026.68909839827,1016.708,119.8684,82.46651,83.27595,769.1415,74.55962
1.699999,S,1.699999,0.942796,0.4863954,0.4747954,0.07872194,1686.132,71.24831,74.11564,12.44588,79.21078,98.3774,3.627635,695.982361497883,690.2136,89.4239,1097.30393257568,1086.731,129.0155,82.52625,83.2296,874.6761,87.00775
1.799999,S,1.799999,1.002298,0.1319961,0.5062542,0.03144034,1632.574,70.51189,88.90794,5.585804,79.0226,101.4186,4.238854,672.452650354798,665.9498,93.29218,1165.46513223241,1154.29,138.0641,82.19124,83.17928,987.081,100.3575
1.899999,S,1.899999,1.059736,-0.2562264,0.5303228,-0.04535506,1568.814,69.8,103.6092,-8.954404,78.83441,103.711,4.708347,643.714935949082,635.6613,101.5068,1231.10962012498,1219.202,147.87,81.76837,83.0847,1106.105,114.6473
1.999998,S,1.999998,1.114916,-0.1632715,0.5211358,-0.03862591,1512.78,69.11606,112.1141,-8.389977,78.64622,104.0601,4.810044,620.344509147934,612.5203,98.21503,1294.12265420472,1281.414,157.9749,81.80044,82.97194,1231.466,129.9429
2.099998,S,2.099998,1.168255,0.1658079,0.5127862,0.02839718,1461.486,68.4559,120.4704,6.730752,78.45803,103.9002,4.815406,598.370244905798,592.3736,84.50129,1354.94760245096,1341.562,167.0414,82.10547,82.90248,1362.932,146.2054
2.199998,S,2.199998,1.219918,0.1194394,0.5040591,0.02805782,1425.283,67.81741,128.3918,7.206109,78.26984,103.5916,4.792603,583.368643976792,577.5528,82.16896,1413.82449754386,1399.87,175.2068,82.06278,82.86599,1500.306,163.3189
2.299998,S,2.299998,1.270631,-0.1253843,0.4961347,-0.02148057,1398.336,67.19241,136.2838,-5.946705,78.08165,103.3446,4.781473,572.591400585323,565.4781,89.97461,1471.56902411807,1456.965,183.8613,81.79588,82.80759,1643.443,181.2655
2.399998,S,2.399998,1.320455,-0.05889924,0.4894007,-0.01525849,1371.4,66.57962,144.2828,-4.531652,77.89346,103.1084,4.772385,561.250120034738,554.3395,87.80328,1528.20004054362,1512.886,192.86,81.82298,82.73522,1792.225,200.104
2.499998,S,2.499998,1.369352,0.1081052,0.4838207,0.01953543,1343.334,65.97906,152.405,6.196592,77.70528,102.8088,4.751315,548.861016426529,543.1323,79.09311,1583.66843629036,1567.736,201.131,81.97397,82.68923,1946.539,219.8109
2.599998,S,2.599998,1.417,0.009908568,0.479273,0.005124853,1303.729,65.39355,160.574,1.728194,77.51708,102.6512,4.75709,530.605829099257,524.6021,79.59386,1637.55327107673,1621.047,208.9771,81.86794,82.65424,2106.26,240.3152
2.699998,S,2.699998,1.460946,-0.07736267,0.475948,-0.01501471,1151.671,64.84637,168.321,-5.338855,77.3289,102.343,4.734373,456.184500625591,450.1726,73.81686,1686.52777561914,1669.417,216.6867,81.75411,82.60448,2271.086,261.6033
2.799998,S,2.799998,1.498436,0.03233184,0.473693,0.003850174,999.6189,64.36728,174.9614,1.428367,77.14071,102.2214,4.746985,380.390861169091,375.7892,58.98885,1727.98093362952,1710.346,223.2972,81.83967,82.56172,2440.341,283.6152
2.899998,S,2.899998,1.529365,0.04372552,0.4722868,0.009559605,847.5739,63.95652,180.3712,3.663536,76.95251,102.014,4.743344,303.805260219894,300.1711,46.85026,1761.81002915605,1743.781,228.457,81.83992,82.53606,2613.277,306.2126
2.999998,S,2.999998,1.555222,-0.04382106,0.4713991,-0.007258591,795.5652,63.60013,184.7598,-2.853758,76.76433,101.892,4.755881,277.280427182154,273.2583,47.05674,1790.25119609798,1771.848,233.0913,81.73375,82.50562,2789.213,329.2887
3.099998,S,3.099998,1.578833,-0.003440171,0.4708248,-0.002182383,710.9459,63.2665,188.7082,-0.8769628,76.57614,101.8028,4.774603,233.842602438097,230.4327,39.78861,1815.89334885803,1797.12,237.4949,81.75066,82.47181,2967.828,352.825
3.199997,S,3.199997,1.598182,0.03844566,0.4705325,0.007347481,616.8514,62.97579,191.7176,2.999768,76.38795,101.6612,4.783425,185.394648261944,182.8401,30.6704,1836.54620341068,1817.491,240.9281,81.77769,82.44885,3148.699,376.7535
3.299997,S,3.299997,1.613473,-0.01740879,0.4704007,-0.002196761,526.6463,62.72624,193.7837,-0.9063236,76.19976,101.6173,4.81073,139.057354877392,136.548,26.29813,1852.52555297908,1833.23,243.737,81.7058,82.42666,3331.352,400.9902
3.399997,S,3.399997,1.623685,-0.01442843,0.47037,-0.003472095,391.55,62.52689,194.6381,-1.437818,76.01157,101.5531,4.834212,69.824979237815,67.81557,16.63058,1862.4216124708,1842.923,245.848,81.68745,82.40154,3515.266,425.4778
3.499997,S,3.499997,1.629586,0.02620776,0.4703722,0.004557856,350.8283,62.37307,194.4483,1.885169,75.82338,101.5135,4.862337,49.0658683935432,47.6179,11.83195,1867.84574109103,1848.21,247.1811,81.71102,82.38242,3699.862,450.1328
3.599997,S,3.599997,1.634398,-0.001857388,0.4697599,0.000443756,320.6725,62.23114,193.7275,0.1830697,75.63519,101.5118,4.897635,34.2958971133312,32.61289,10.61169,1872.06739016843,1852.313,248.2993,81.66725,82.36511,3884.922,474.9077
3.699997,S,3.699997,1.635967,-0.01540315,0.4694375,-0.003126451,204.5682,62.12026,192.3491,-1.280694,75.44701,101.48,4.927223,-26.3208144705254,-26.17081,2.806061,1872.12526192324,1852.277,248.9438,81.63403,82.34538,4070.205,499.7773
3.799997,S,3.799997,1.633955,0.0148042,0.4698519,0.002290894,164.5566,62.04751,190.4361,0.9280756,75.25881,101.5015,4.966909,-45.5657401678907,-45.54835,-1.258765,1868.48205780685,1848.586,249.0028,81.64601,82.32848,4255.246,524.678
3.899997,S,3.899997,1.629793,0.006663904,0.4703707,0.001712014,88.87203,61.99635,188.0808,0.6839482,75.07063,101.5335,5.008592,-83.4929514000667,-83.22479,-6.686349,1862.20196795832,1842.296,248.6102,81.62166,82.3146,4439.791,549.5634
3.999997,S,3.999997,1.622134,-0.01183319,0.5088545,-0.002165136,0,61.98114,199.8618,-0.8491523,74.88808,101.5711,5.050259,-135.711225715329,-135.042,-13.46087,1851.79384519674,1831.911,247.6897,81.58448,82.29983,4623.484,574.3831
4.099999,S,4.099999,1.61133,0.01067821,0.5088957,0.001608636,0,61.98111,195.5624,0.6172835,74.88808,101.6331,5.061989,-133.455138464563,-132.7249,-13.94184,1838.36009641597,1818.533,246.3247,81.58814,82.28609,4805.938,599.0842
4.200001,S,4.200001,1.600702,0.0002864996,0.5089828,0.0004825952,0,61.98111,191.3988,0.1812155,74.88808,101.6983,5.074326,-131.301239495001,-130.6107,-13.44844,1825.14668882005,1805.38,244.9432,81.56017,82.27362,4987.065,623.6472
4.300004,S,4.300004,1.590242,-0.003624094,0.5091138,-0.0009426668,0,61.98111,187.3645,-0.3464273,74.88808,101.7508,5.08427,-129.216629828471,-128.5692,-12.91891,1812.14573473888,1792.43,243.6398,81.53693,82.25939,5166.89,648.076
4.400006,S,4.400006,1.579943,0.0090223,0.5092866,0.001667063,0,61.98111,183.4532,0.5996555,74.88808,101.8006,5.09369,-127.170338700554,-126.4881,-13.15506,1799.35086671278,1779.689,242.3307,81.53112,82.24603,5345.43,672.3747
4.500008,S,4.500008,1.569802,-0.003120547,0.5094985,-0.0003808459,0,61.98111,179.6592,-0.134106,74.88808,101.8643,5.105753,-125.214005388381,-124.5852,-12.53296,1786.75559048807,1767.146,241.0458,81.50043,82.23256,5522.708,696.5429
4.60001,S,4.60001,1.559815,0.001619885,0.5097485,0.00006285468,0,61.98111,175.9776,0.02166887,74.88808,101.9201,5.116315,-123.300443089946,-122.6776,-12.37763,1774.35443849747,1754.792,239.8083,81.48576,82.21822,5698.741,720.5855
4.700013,S,4.700013,1.549976,0.005410601,0.5100345,0.001115043,0,61.98111,172.4032,0.3763915,74.88808,101.965,5.124809,-121.438994705253,-120.8114,-12.33025,1762.14190234242,1742.629,238.5676,81.47088,82.20461,5873.549,744.5043
4.800015,S,4.800015,1.540216,-0.002352742,0.5103569,-0.000391277,0,61.98111,170.765,-0.1307409,74.88808,102.0226,5.135712,-120.597741827815,-120.0017,-11.97528,1750.02903325025,1730.563,237.3508,81.44389,82.19048,6047.147,768.2998
4.900017,S,4.900017,1.530572,0.00338685,0.5107136,0.0004888186,0,61.98111,167.5903,0.1601865,74.88808,102.0736,5.145354,-118.94459120183,-118.3455,-11.92302,1738.07538114867,1718.654,236.1593,81.43008,82.17602,6219.547,791.9753
5.00002,S,5.00002,1.521055,0.003090147,0.5111027,0.0006852215,0,61.98111,164.5057,0.220249,74.88808,102.1231,5.154726,-117.342552939581,-116.7521,-11.75678,1726.28277238483,1706.907,234.9722,81.41061,82.16194,6390.765,815.5317
5.100022,S,5.100022,1.511661,-0.0009060488,0.5115227,-0.0001846259,0,61.98111,161.5073,-0.05821496,74.88808,102.1771,5.164952,-115.791848335829,-115.2271,-11.42224,1714.6503212038,1695.317,233.8167,81.38693,82.14735,6560.817,838.9709
5.200024,S,5.200024,1.502386,0.00354193,0.5119726,0.000586929,0,61.98111,158.5915,0.181567,74.88808,102.2239,5.173808,-114.273841633386,-113.7078,-11.35989,1703.16901890975,1683.877,232.6788,81.3716,82.13267,6729.718,862.2957
5.300026,S,5.300026,1.493227,0.002096832,0.5124511,0.0004724517,0,61.98111,155.755,0.1434066,74.88808,102.2738,5.18326,-112.802415079255,-112.2491,-11.15905,1691.83783833131,1672.587,231.5517,81.35051,82.11811,6897.485,885.5071
5.400029,S,5.400029,1.484182,0.0002017026,0.512957,0.000007887352,0,61.98111,152.9948,0.002349376,74.88808,102.3258,5.193094,-111.372803279079,-110.8371,-10.91048,1680.65219089551,1661.44,230.4509,81.32855,82.10314,7064.129,908.6071
5.500031,S,5.500031,1.475246,0.003196998,0.5134895,0.0005598748,0,61.98111,150.3077,0.1636702,74.88808,102.3698,5.201417,-109.974880686682,-109.4411,-10.8222,1669.60739733291,1650.433,229.365,81.31143,82.08813,7229.667,931.5978
5.600033,S,5.600033,1.466418,0.001880699,0.5140473,0.0004049504,0,61.98111,147.6909,0.1161943,74.88808,102.4184,5.210623,-108.617776772278,-108.0963,-10.63068,1658.7002145726,1639.563,228.2922,81.29001,82.07313,7394.111,954.4805
5.700036,S,5.700036,1.457694,0.0008524187,0.5146295,0.000137017,0,61.98111,145.1418,0.03859292,74.88808,102.4673,5.219879,-107.296463536735,-106.7885,-10.4282,1647.92703303371,1628.825,227.2413,81.26855,82.05779,7557.475,977.2571
5.800038,S,5.800038,1.44907,0.002831565,0.5152355,0.000507249,0,61.98111,142.6577,0.140265,74.88808,102.5111,5.228162,-106.00514875823,-105.5014,-10.32212,1637.28472550708,1618.217,226.2047,81.25002,82.0424,7719.773,999.9295
5.90004,S,5.90004,1.440545,0.001954699,0.5158642,0.0004022788,0,61.98111,140.2361,0.1092177,74.88808,102.5578,5.236998,-104.749069224516,-104.256,-10.15155,1626.76816700733,1607.734,225.1812,81.22859,82.02695,7881.017,1022.499
6.000042,S,6.000042,1.432117,0.001223998,0.5165147,0.000215898,0,61.98111,137.875,0.05755678,74.88808,102.6046,5.245868,-103.524824186669,-103.0432,-9.974375,1616.3782251822,1597.376,224.1765,81.20705,82.01125,8041.219,1044.966
6.100045,S,6.100045,1.423784,0.002572015,0.5171862,0.0004646051,0,61.98111,135.5721,0.1216339,74.88808,102.6479,5.254051,-102.328188979758,-101.852,-9.860444,1606.10820747439,1587.137,223.1856,81.18749,81.99547,8200.392,1067.334
6.200047,S,6.200047,1.415541,0.002100709,0.5178782,0.0004189581,0,61.98111,133.3252,0.1077223,74.88808,102.6928,5.262551,-101.16246680713,-100.6954,-9.709846,1595.95694435909,1577.016,222.2073,81.16605,81.97962,8358.548,1089.604
6.300049,S,6.300049,1.407387,0.001492145,0.5185899,0.0002748083,0,61.98111,131.1323,0.06940144,74.88808,102.738,5.271117,-100.025280906707,-99.56832,-9.550208,1585.92007366079,1567.008,221.2454,81.14424,81.96355,8515.698,1111.776
6.400052,S,6.400052,1.399321,0.002367299,0.5193204,0.000431028,0,61.98111,128.9916,0.106927,74.88808,102.7806,5.279174,-98.9134738024746,-98.46266,-9.432915,1575.99713659248,1557.113,220.2969,81.12379,81.94736,8671.854,1133.853
6.500054,S,6.500054,1.391341,0.002262258,0.5200692,0.000440523,0,61.98111,126.9015,0.1073576,74.88808,102.8239,5.287367,-97.8287510404419,-97.38573,-9.299684,1566.18499875683,1547.328,219.3607,81.10228,81.9311,8827.03,1155.836
6.600056,S,6.600056,1.383441,0.001713965,0.5208361,0.0003260005,0,61.98111,124.8594,0.07805485,74.88808,102.8677,5.295656,-96.7696926936042,-96.33573,-9.154264,1556.47707007664,1537.646,218.4389,81.08012,81.91463,8981.229,1177.726
6.700058,S,6.700058,1.375625,0.002197818,0.5216198,0.0004032979,0,61.98111,122.8649,0.09487752,74.88808,102.9098,5.303624,-95.7342039010474,-95.30685,-9.035604,1546.87708588174,1528.071,217.5301,81.05885,81.89804,9134.467,1199.524
6.800061,S,6.800061,1.367886,0.002390436,0.5224203,0.0004586407,0,61.98111,120.9156,0.1060232,74.88808,102.9516,5.311536,-94.7223362226786,-94.3017,-8.916858,1537.37791278265,1518.596,216.6329,81.03719,81.88134,9286.752,1221.232
6.900063,S,6.900063,1.360225,0.001940168,0.5232368,0.0003735881,0,61.98111,119.0102,0.08486868,74.88808,102.9941,5.319586,-93.7340375381791,-93.32152,-8.784287,1527.97975283383,1509.221,215.7486,81.0147,81.86448,9438.096,1242.851
7.000065,S,7.000065,1.352641,0.002133536,0.5240688,0.0003964456,0,61.98111,117.1475,0.0885113,74.88808,103.0354,5.327405,-92.7672647877874,-92.36149,-8.667213,1518.67958417131,1499.943,214.8768,80.99271,81.84747,9588.506,1264.382
7.100068,S,7.100068,1.345127,0.002434653,0.5249162,0.0004642595,0,61.98111,115.3255,0.1018753,74.88808,103.0762,5.335122,-91.8213870328531,-91.42173,-8.55771,1509.47323453809,1490.758,214.0161,80.97068,81.83032,9737.994,1285.827
7.20007,S,7.20007,1.337685,0.002156419,0.5257783,0.0004174951,0,61.98111,113.5433,0.09005032,74.88808,103.1175,5.342931,-90.8968178082018,-90.50434,-8.437768,1500.3597643754,1481.665,213.1668,80.94792,81.81304,9886.569,1307.186
7.300072,S,7.300072,1.330316,0.002140369,0.5266543,0.0004034614,0,61.98111,111.7998,0.08554499,74.88808,103.1582,5.350635,-89.9921546686702,-89.60635,-8.324058,1491.3402578874,1472.665,212.3295,80.92525,81.79561,10034.24,1328.461
7.400074,S,7.400074,1.323015,0.002438131,0.5275442,0.0004626769,0,61.98111,110.0936,0.09644073,74.88808,103.1981,5.358202,-89.1064644096246,-88.72645,-8.220649,1482.40958826954,1463.753,211.503,80.90276,81.77803,10181.02,1349.652
7.500077,S,7.500077,1.315782,0.002342585,0.5284474,0.0004514143,0,61.98111,108.4237,0.09250793,74.88808,103.2382,5.365791,-88.2399824123511,-87.86633,-8.111877,1473.56670323345,1454.928,210.6869,80.87972,81.76032,10326.9,1370.762
7.600079,S,7.600079,1.308614,0.002207286,0.5293638,0.0004219407,0,61.98111,106.7888,0.08501707,74.88808,103.2782,5.373355,-87.3917401335472,-87.02448,-8.003507,1464.80969371605,1446.188,209.8816,80.85649,81.74246,10471.92,1391.79
7.700081,S,7.700081,1.30151,0.002429307,0.5302928,0.0004606463,0,61.98111,105.188,0.09126472,74.88808,103.3175,5.380796,-86.5608434990486,-86.19919,-7.904383,1456.13656910266,1437.531,209.087,80.83344,81.72443,10616.06,1412.739
7.800084,S,7.800084,1.294472,0.002473935,0.5312337,0.0004764412,0,61.98111,103.6203,0.09282297,74.88808,103.3566,5.388199,-85.747271063673,-85.39132,-7.804932,1447.54718663976,1428.957,208.3022,80.81007,81.70629,10759.34,1433.608
7.900086,S,7.900086,1.287493,0.002357089,0.532187,0.0004547896,0,61.98111,102.0845,0.08713541,74.88808,103.3959,5.395628,-84.9504422865425,-84.60041,-7.703783,1439.03669143775,1420.461,207.5277,80.78635,81.68797,10901.77,1454.399
8.000088,S,8.000088,1.280574,0.002402793,0.5331521,0.000460347,0,61.98111,100.5796,0.086743,74.88808,103.4346,5.402964,-84.1694825363451,-83.825,-7.60731,1430.60495757148,1412.043,206.7627,80.76265,81.66949,11043.35,1475.114
8.10009,S,8.10009,1.273716,0.002553159,0.5341282,0.0004894678,0,61.98111,99.10508,0.09071234,74.88808,103.4731,5.410241,-83.4042137120279,-83.06496,-7.515004,1422.25099854355,1403.702,206.0072,80.73888,81.65087,11184.1,1495.752
8.200092,S,8.200092,1.266915,0.002521089,0.5351155,0.0004880216,0,61.98111,97.65997,0.08896145,74.88808,103.5115,5.417507,-82.6543500902016,-82.32048,-7.421601,1413.97374434642,1395.437,205.2607,80.7148,81.63213,11324.01,1516.315
8.300095,S,8.300095,1.260172,0.00247948,0.5361134,0.0004782414,0,61.98111,96.2432,0.0857543,74.88808,103.5498,5.424763,-81.919240425053,-81.59071,-7.329256,1405.77033586385,1387.245,204.5238,80.69051,81.6132,11463.1,1536.805
8.400097,S,8.400097,1.253484,0.002569557,0.537122,0.0004924437,0,61.98111,94.85434,0.08686355,74.88808,103.5877,5.43194,-81.1984981296472,-80.875,-7.240889,1397.64065822421,1379.126,203.7958,80.66619,81.59414,11601.38,1557.221
8.500099,S,8.500099,1.246851,0.002655268,0.5381408,0.0005128373,0,61.98111,93.49232,0.08899342,74.88808,103.6255,5.439093,-80.4916466015816,-80.17303,-7.154749,1389.58173453303,1371.077,203.0766,80.6417,81.57491,11738.85,1577.565
8.600101,S,8.600101,1.240271,0.00262278,0.5391696,0.0005083666,0,61.98111,92.15632,0.08679134,74.88808,103.6633,5.446238,-79.7984261670913,-79.48479,-7.068025,1381.59253436227,1363.097,202.3659,80.61692,81.55553,11875.52,1597.837
8.700104,S,8.700104,1.233744,0.002608122,0.5402082,0.0005039453,0,61.98111,90.84608,0.08465055,74.88808,103.7009,5.453357,-79.1185784679806,-78.80982,-6.98296,1373.67407249325,1355.187,201.6639,80.59199,81.53599,12011.39,1618.038
8.800106,S,8.800106,1.227269,0.002702764,0.5412562,0.0005226616,0,61.98111,89.5607,0.08638495,74.88808,103.7382,5.460423,-78.4515328031518,-78.14738,-6.901449,1365.82329771302,1347.344,200.97,80.56701,81.5163,12146.48,1638.17
8.900108,S,8.900108,1.220844,0.002766158,0.5423136,0.0005367028,0,61.98111,88.29909,0.0872858,74.88808,103.7755,5.467475,-77.7968214981232,-77.49722,-6.821021,1358.03627759465,1339.564,200.2843,80.54179,81.49644,12280.79,1658.232
9.000111,S,9.000111,1.214468,0.002727463,0.5433803,0.0005297258,0,61.98111,87.06108,0.08477666,74.88808,103.8128,5.474542,-77.15448598672,-76.8595,-6.740324,1350.31495365001,1331.849,199.6066,80.51631,81.47642,12414.32,1678.227
9.100113,S,9.100113,1.208141,0.00274152,0.5444559,0.0005316778,0,61.98111,85.84607,0.08373617,74.88808,103.85,5.481583,-76.5240266044546,-76.2335,-6.661841,1342.65934435197,1324.199,198.937,80.49071,81.45624,12547.08,1698.154
9.200115,S,9.200115,1.201862,0.002834532,0.5455402,0.0005512626,0,61.98111,84.65327,0.08544438,74.88808,103.8871,5.488592,-75.9050262708346,-75.61875,-6.586172,1335.06542248084,1316.61,198.275,80.465,81.4359,12679.08,1718.015
9.300117,S,9.300117,1.195629,0.002879351,0.5466332,0.0005617784,0,61.98111,83.48213,0.08569821,74.88808,103.924,5.495591,-75.2973031683941,-75.01526,-6.511116,1327.53218783171,1309.081,197.6205,80.43906,81.41537,12810.33,1737.809
9.40012,S,9.40012,1.189443,0.002848225,0.5477344,0.0005571825,0,61.98111,82.33222,0.08365804,74.88808,103.9611,5.502609,-74.7006696547801,-74.42288,-6.436224,1320.06062506394,1301.613,196.9735,80.41286,81.3947,12940.83,1757.539
9.500122,S,9.500122,1.183301,0.002892287,0.5488442,0.0005635796,0,61.98111,81.2028,0.08328923,74.88808,103.9981,5.509617,-74.1146197396721,-73.84093,-6.363483,1312.64777977235,1294.203,196.334,80.38654,81.37385,13070.58,1777.204
9.600124,S,9.600124,1.177204,0.00296943,0.5499619,0.0005786294,0,61.98111,80.09354,0.08417393,74.88808,104.0351,5.516622,-73.5389830690036,-73.26926,-6.29266,1305.29258330859,1286.85,195.7015,80.36008,81.35283,13199.59,1796.806
9.700127,S,9.700127,1.171149,0.002986937,0.5510879,0.0005849092,0,61.98111,79.00385,0.0837586,74.88808,104.0723,5.523651,-72.9735637976775,-72.70779,-6.222402,1297.99504956828,1279.554,195.0761,80.33337,81.33164,13327.88,1816.345
9.800129,S,9.800129,1.165137,0.002997775,0.5522216,0.0005855404,0,61.98111,77.93309,0.08254287,74.88808,104.1095,5.530692,-72.418002253355,-72.15614,-6.152927,1290.75221228253,1272.312,194.4577,80.30644,81.31026,13455.43,1835.822
9.900131,S,9.900131,1.159167,0.003032739,0.553363,0.0005947282,0,61.98111,76.88103,0.08253597,74.88808,104.1468,5.537746,-71.8720861591316,-71.61401,-6.085256,1283.56600581197,1265.126,193.8461,80.27936,81.28873,13582.27,1855.236
10.00013,S,10.00013,1.153238,0.003090877,0.5545121,0.000604966,0,61.98111,75.84729,0.08265636,74.88808,104.1841,5.544815,-71.3356750623818,-71.08131,-6.018796,1276.43344340614,1257.993,193.2411,80.25211,81.26702,13708.39,1874.591
10.10014,S,10.10014,1.147349,0.003122641,0.5555448,0.0006138307,0,61.98111,74.81451,0.08257206,74.88808,104.2217,5.551928,-70.7997921353034,-70.54916,-5.952024,1269.35552744122,1250.914,192.6428,80.22463,81.24513,13833.8,1893.885
10.20014,S,10.20014,1.141503,0.003142633,0.5564664,0.0006175605,0,61.98111,73.78423,0.08179424,74.88808,104.2595,5.559091,-70.2652534652862,-70.01839,-5.884803,1262.33227472014,1243.889,192.0513,80.19696,81.22308,13958.5,1913.119
10.30014,S,10.30014,1.135697,0.003173977,0.5573961,0.0006237524,0,61.98111,72.77211,0.08134536,74.88808,104.2976,5.566294,-69.7401297895531,-69.49695,-5.818904,1255.36168466435,1236.916,191.4664,80.16909,81.20083,14082.51,1932.295
10.40014,S,10.40014,1.12993,0.003229251,0.5583339,0.0006344804,0,61.98111,71.77779,0.08147692,74.88808,104.3359,5.573546,-69.2242200451677,-68.98463,-5.75443,1248.44375878623,1229.995,190.8881,80.14104,81.17841,14205.82,1951.413
10.50014,S,10.50014,1.124203,0.003267277,0.5592794,0.0006426117,0,61.98111,70.80077,0.08126041,74.88808,104.3643,5.57892,-68.7173025606352,-68.48125,-5.690876,1241.57745839211,1223.125,190.3161,80.11279,81.15579,14328.44,1970.473
10.60015,S,10.60015,1.118514,0.003296257,0.5602328,0.0006472038,0,61.98111,69.84072,0.08059414,74.88808,104.3365,5.57365,-68.2192115957525,-67.98665,-5.628166,1234.76180229735,1216.305,189.7504,80.08432,81.13301,14450.38,1989.476
10.70015,S,10.70015,1.112863,0.003338562,0.5611937,0.0006541695,0,61.98111,68.89709,0.08022347,74.88808,104.3083,5.568318,-67.7296271394794,-67.50048,-5.56665,1227.99580702415,1209.534,189.191,80.05566,81.11003,14571.64,2008.423
10.80015,S,10.80015,1.107247,0.003416682,0.5621626,0.0006677415,0,61.98111,67.96944,0.08064623,74.88808,104.2797,5.562905,-67.24829869165,-67.02247,-5.506559,1221.27648529195,1202.809,188.6377,80.0268,81.08685,14692.22,2027.315
