Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
454.3576,S,454.3576,0.04662151,0,2.2,0,0,61.98111,0.1694386,0,0,0,0,0.05420898402501,0.05420898402501,0,-53.45694,-53.45694,-22.94388,0,-0.09688391,3488.96,-2620.431
455.3577,S,455.3577,0.04656615,0,2.2,0,0,61.98111,0.1694383,0,0,0,0,0.0539826297731949,0.0539826297731949,0,-53.40286,-53.40286,-22.94388,0,-0.09688391,3435.533,-2643.375
456.3577,S,456.3577,0.04651103,0,2.2,0,0,61.98111,0.1694382,0,0,0,0,0.0537628950032172,0.0537628950032172,0,-53.34901,-53.34901,-22.94388,0,-0.09688391,3382.16,-2666.319
457.3578,S,457.3578,0.04645611,0,2.2,0,0,61.98111,0.169438,0,0,0,0,0.0535392657868243,0.0535392657868243,0,-53.29536,-53.29536,-22.94388,0,-0.09688391,3328.84,-2689.264
458.3578,S,458.3578,0.04640141,0,2.2,0,0,61.98111,0.1694379,0,0,0,0,0.0533457389240581,0.0533457389240581,0,-53.24193,-53.24193,-22.94388,0,-0.09688391,3275.574,-2712.208
459.3579,S,459.3579,0.04634692,0,2.2,0,0,61.98111,0.1694376,0,0,0,0,0.0531106496806615,0.0531106496806615,0,-53.18871,-53.18871,-22.94388,0,-0.09688391,3222.362,-2735.152
460.358,S,460.358,0.04629265,0,2.2,0,0,61.98111,0.1694375,0,0,0,0,0.0529087472759144,0.0529087472759144,0,-53.13571,-53.13571,-22.94388,0,-0.09688391,3169.202,-2758.097
461.358,S,461.358,0.04623859,0,2.2,0,0,61.98111,0.1694373,0,0,0,0,0.0526926363829006,0.0526926363829006,0,-53.08292,-53.08292,-22.94388,0,-0.09688391,3116.095,-2781.041
462.3581,S,462.3581,0.04618474,0,2.2,0,0,61.98111,0.1694372,0,0,0,0,0.0524845819463948,0.0524845819463948,0,-53.03033,-53.03033,-22.94388,0,-0.09688391,3063.042,-2803.985
463.3582,S,463.3582,0.04613111,0,2.2,0,0,61.98111,0.1694371,0,0,0,0,0.0522858717102466,0.0522858717102466,0,-52.97797,-52.97797,-22.94388,0,-0.09688391,3010.04,-2826.93
464.3582,S,464.3582,0.04607768,0,2.2,0,0,61.98111,0.1694369,0,0,0,0,0.0520734500117044,0.0520734500117044,0,-52.9258,-52.9258,-22.94388,0,-0.09688391,2957.091,-2849.874
465.3583,S,465.3583,0.04602446,0,2.2,0,0,61.98111,0.1694368,0,0,0,0,0.0518654601655228,0.0518654601655228,0,-52.87384,-52.87384,-22.94388,0,-0.09688391,2904.194,-2872.818
466.3583,S,466.3583,0.04597144,0,2.2,0,0,61.98111,0.1694367,0,0,0,0,0.0516549978005614,0.0516549978005614,0,-52.82209,-52.82209,-22.94388,0,-0.09688391,2851.348,-2895.763
467.3584,S,467.3584,0.04591863,0,2.2,0,0,61.98111,0.1694366,0,0,0,0,0.0514717211846403,0.0514717211846403,0,-52.77054,-52.77054,-22.94388,0,-0.09688391,2798.554,-2918.707
468.3585,S,468.3585,0.04586601,0,2.2,0,0,61.98111,0.1694365,0,0,0,0,0.0512606286553776,0.0512606286553776,0,-52.71918,-52.71918,-22.94388,0,-0.09688391,2745.812,-2941.651
469.3585,S,469.3585,0.04581361,0,2.2,0,0,61.98111,0.1694364,0,0,0,0,0.0510673862085511,0.0510673862085511,0,-52.66803,-52.66803,-22.94388,0,-0.09688391,2693.121,-2964.596
470.3586,S,470.3586,0.0457614,0,2.2,0,0,61.98111,0.1694362,0,0,0,0,0.0508536771999317,0.0508536771999317,0,-52.61708,-52.61708,-22.94388,0,-0.09688391,2640.481,-2987.54
471.3586,S,471.3586,0.04570939,0,2.2,0,0,61.98111,0.1694363,0,0,0,0,0.0506882250053664,0.0506882250053664,0,-52.56633,-52.56633,-22.94388,0,-0.09688391,2587.892,-3010.484
472.3587,S,472.3587,0.04565759,0,2.2,0,0,61.98111,0.1694362,0,0,0,0,0.0504891112227099,0.0504891112227099,0,-52.51578,-52.51578,-22.94388,0,-0.09688391,2535.354,-3033.429
473.3588,S,473.3588,0.04560596,0,2.2,0,0,61.98111,0.1694361,0,0,0,0,0.0502927496053545,0.0502927496053545,0,-52.46541,-52.46541,-22.94388,0,-0.09688391,2482.866,-3056.373
474.3588,S,474.3588,0.04555453,0,2.2,0,0,61.98111,0.169436,0,0,0,0,0.0500890756255004,0.0500890756255004,0,-52.41523,-52.41523,-22.94388,0,-0.09688391,2430.428,-3079.317
475.3589,S,475.3589,0.04550331,0,2.2,0,0,61.98111,0.1694359,0,0,0,0,0.0498919616363978,0.0498919616363978,0,-52.36526,-52.36526,-22.94388,0,-0.09688391,2378.04,-3102.262
476.3589,S,476.3589,0.04545228,0,2.2,0,0,61.98111,0.1694359,0,0,0,0,0.0497138307994689,0.0497138307994689,0,-52.31548,-52.31548,-22.94388,0,-0.09688391,2325.702,-3125.206
477.359,S,477.359,0.04540143,0,2.2,0,0,61.98111,0.1694358,0,0,0,0,0.0495239535177632,0.0495239535177632,0,-52.26588,-52.26588,-22.94388,0,-0.09688391,2273.415,-3148.15
478.3591,S,478.3591,0.04535077,0,2.2,0,0,61.98111,0.1694358,0,0,0,0,0.0493359608490067,0.0493359608490067,0,-52.21647,-52.21647,-22.94388,0,-0.09688391,2221.176,-3171.095
479.3591,S,479.3591,0.04530031,0,2.2,0,0,61.98111,0.1694358,0,0,0,0,0.0491511782149558,0.0491511782149558,0,-52.16725,-52.16725,-22.94388,0,-0.09688391,2168.986,-3194.039
480.3592,S,480.3592,0.04525002,0,2.2,0,0,61.98111,0.1694357,0,0,0,0,0.0489585671665367,0.0489585671665367,0,-52.11821,-52.11821,-22.94388,0,-0.09688391,2116.845,-3216.983
481.3593,S,481.3593,0.04519993,0,2.2,0,0,61.98111,0.1694357,0,0,0,0,0.0487841466904655,0.0487841466904655,0,-52.06936,-52.06936,-22.94388,0,-0.09688391,2064.752,-3239.928
482.3593,S,482.3593,0.04515001,0,2.2,0,0,61.98111,0.1694355,0,0,0,0,0.0485797346365118,0.0485797346365118,0,-52.02068,-52.02068,-22.94388,0,-0.09688391,2012.71,-3262.872
483.3594,S,483.3594,0.04510029,0,2.2,0,0,61.98111,0.1694355,0,0,0,0,0.0483961017661301,0.0483961017661301,0,-51.9722,-51.9722,-22.94388,0,-0.09688391,1960.716,-3285.816
484.3594,S,484.3594,0.04505075,0,2.2,0,0,61.98111,0.1694356,0,0,0,0,0.0482291460127016,0.0482291460127016,0,-51.9239,-51.9239,-22.94388,0,-0.09688391,1908.77,-3308.761
485.3595,S,485.3595,0.04500138,0,2.2,0,0,61.98111,0.1694355,0,0,0,0,0.048028924085024,0.048028924085024,0,-51.87577,-51.87577,-22.94388,0,-0.09688391,1856.873,-3331.705
486.3596,S,486.3596,0.04495219,0,2.2,0,0,61.98111,0.1694355,0,0,0,0,0.0478602222149362,0.0478602222149362,0,-51.82782,-51.82782,-22.94388,0,-0.09688391,1805.023,-3354.649
487.3596,S,487.3596,0.04490319,0,2.2,0,0,61.98111,0.1694354,0,0,0,0,0.0476838847794525,0.0476838847794525,0,-51.78005,-51.78005,-22.94388,0,-0.09688391,1753.222,-3377.594
488.3597,S,488.3597,0.04485436,0,2.2,0,0,61.98111,0.1694355,0,0,0,0,0.047505940670213,0.047505940670213,0,-51.73246,-51.73246,-22.94388,0,-0.09688391,1701.468,-3400.538
489.3597,S,489.3597,0.04480572,0,2.2,0,0,61.98111,0.1694355,0,0,0,0,0.0473314417107034,0.0473314417107034,0,-51.68505,-51.68505,-22.94388,0,-0.09688391,1649.762,-3423.482
490.3598,S,490.3598,0.04475724,0,2.2,0,0,61.98111,0.1694355,0,0,0,0,0.0471721229681066,0.0471721229681066,0,-51.6378,-51.6378,-22.94388,0,-0.09688391,1598.102,-3446.427
491.3599,S,491.3599,0.04470894,0,2.2,0,0,61.98111,0.1694355,0,0,0,0,0.0469956741470554,0.0469956741470554,0,-51.59074,-51.59074,-22.94388,0,-0.09688391,1546.49,-3469.371
492.3599,S,492.3599,0.04466083,0,2.2,0,0,61.98111,0.1694356,0,0,0,0,0.0468367390273698,0.0468367390273698,0,-51.54385,-51.54385,-22.94388,0,-0.09688391,1494.926,-3492.315
493.36,S,493.36,0.07251113,0,0,0,0,61.98111,0.4478743,0,0,0,0,-32.1605796813965,-32.1605796813965,0,-83.70433,-83.70433,-22.94388,0,-0.09688391,1425.693,-3515.26
494.36,S,494.36,0.1003394,0,0,0,0,61.98111,0.8611185,0,0,0,0,-32.1608810424805,-32.1608810424805,0,-115.8652,-115.8652,-22.94388,0,-0.09688391,1324.301,-3538.204
495.3601,S,495.3601,0.1281366,0,0,0,0,61.98111,1.411929,0,0,0,0,-32.1612815856934,-32.1612815856934,0,-148.0262,-148.0262,-22.94388,0,-0.09688391,1190.747,-3561.148
496.3602,S,496.3602,0.1558947,0,0,0,0,61.98111,2.103976,0,0,0,0,-32.1617813110352,-32.1617813110352,0,-180.1878,-180.1878,-22.94388,0,-0.09688391,1025.032,-3584.093
497.3602,S,497.3602,0.1836049,0,0,0,0,61.98111,2.941819,0,0,0,0,-32.1623764038086,-32.1623764038086,0,-212.3498,-212.3498,-22.94388,0,-0.09688391,827.155,-3607.037
498.3603,S,498.3603,0.2112589,0,0,0,0,61.98111,3.93093,0,0,0,0,-32.1630744934082,-32.1630744934082,0,-244.5126,-244.5126,-22.94388,0,-0.09688391,597.1158,-3629.981
499.3604,S,499.3604,0.2388484,0,0,0,0,61.98111,5.077657,0,0,0,0,-32.1638717651367,-32.1638717651367,0,-276.676,-276.676,-22.94388,0,-0.09688391,334.9134,-3652.926
500.3604,S,500.3604,0.266365,0,0,0,0,61.98111,6.389272,0,0,0,0,-32.1647644042969,-32.1647644042969,0,-308.8402,-308.8402,-22.94388,0,-0.09688391,40.54718,-3675.87
