Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,S,0,0,0,0,0,0,83.54,0,0,82.41,96.40492,2.648797,0,0,0,0,0,0,86,86,0,0
0.010,S,0.010,0.010,0,0.4404978,0,66.38382,83.54,0,0,82.39118,96.40492,2.652359,0,0,0,22.9438800811768,0,0,86,86,0,0
0.02,S,0.02,0.01978383,0,0.4735336,0,521.9006,83.53978,0.0337056,0,82.37237,96.40492,2.655921,168.907921986852,168.32503813875,14.0202583965055,23.1453711062366,1.68325,0.1402026,86,86,0.008416249,0.000701013
0.03,S,0.03,0.01995757,0,0.473594,0,977.4175,83.52733,0.03430457,0,82.35355,96.40492,2.659482,344.391170589635,343.388398159655,26.2618809197956,23.9009106530113,5.117134,0.4028214,86,86,0.04241817,0.003416133
0.04,S,0.04,0.02060905,0,0.4737574,0,1432.934,83.49445,0.03659331,0,82.33472,96.40492,2.663044,520.066320149259,518.638076218225,38.5165321680218,25.8720664945187,10.30351,0.7879868,86,86,0.1195214,0.009370173
0.05,S,0.05,0.02230873,0,0.4737872,0,1588.338,83.44116,0.04288065,0,82.31591,96.40492,2.666606,580.337989470716,578.763428516774,42.7209062921368,29.0273275422591,16.09114,1.215196,86,86,0.2514946,0.01938609
0.05999999,S,0.05999999,0.02502943,0,0.4729714,0,1543.667,83.37149,0.05388437,0,82.29709,96.40492,2.670168,563.606398286845,562.072466120238,41.5537605925577,32.7920191550926,21.71186,1.630734,86,86,0.4405096,0.03361574
0.06999999,S,0.06999999,0.02827563,0,0.4711399,0,1547.394,83.30203,0.06850107,0,82.27827,96.40492,2.67373,565.536958287636,563.99833858782,41.6884307621497,37.0499409357583,27.35184,2.047618,86,86,0.6858281,0.0520075
0.07999999,S,0.07999999,0.03194714,0,0.4684602,0,1558.941,83.23381,0.08694713,0,82.25945,96.40492,2.677292,570.48308544827,568.932455758595,42.033457710169,41.6830836734644,33.04116,2.467952,86,86,0.9877931,0.07458535
0.08999999,S,0.08999999,0.0359422,0,0.465198,0,1518.797,83.16469,0.109285,0,82.24063,96.40492,2.680853,555.444971377439,553.930854542056,40.9844435706024,46.4242567812197,38.58047,2.877796,86,86,1.345901,0.1013141
0.09999999,S,0.09999999,0.04003043,0,0.4617271,0,1516.504,83.09644,0.1345467,0,82.22182,96.40492,2.684415,555.029882203101,553.51677311551,40.9554882547052,51.3251124794802,44.11564,3.287351,86,86,1.759382,0.1321398
0.11,S,0.11,0.04425638,0,0.4581399,0,1533.996,83.02948,0.1631736,0,82.203,96.40492,2.687977,562.270596408715,560.739907606454,41.4605789071694,56.4125991240053,49.72304,3.701957,86,86,2.228575,0.1670864
0.12,S,0.12,0.04864326,0,0.4544981,0,1502.455,82.96173,0.1955553,0,82.18417,96.40492,2.691539,550.511402821932,549.009263376699,40.6402923654091,61.4842533314533,55.21313,4.10836,86,86,2.753256,0.206138
0.13,S,0.13,0.05301652,0,0.4509924,0,1488.771,82.89441,0.2305019,0,82.16536,96.40492,2.695101,545.65974094513,544.16937931449,40.301854855438,66.5792638528097,60.65482,4.511378,86,86,3.332596,0.2492366
0.14,S,0.14,0.05740994,0,0.4476147,0,1492.943,82.8283,0.2682572,0,82.14654,96.40492,2.698663,547.72689922955,546.231519484766,40.446053713325,71.7470470325504,66.11713,4.915838,86,86,3.966455,0.2963727
0.15,S,0.15,0.06186614,0,0.4443423,0,1494.986,82.76221,0.3092328,0,82.12772,96.40492,2.702224,548.968105233365,547.46971234666,40.5326365608737,76.9694929636054,71.59183,5.321164,86,86,4.655,0.3475577
0.16,S,0.16,0.06636951,0,0.4411909,0,1492.059,82.69594,0.3533569,0,82.1089,96.40492,2.705786,548.277882444897,546.78116514506,40.4844886452941,82.2201353116576,77.05964,5.726009,86,86,5.398258,0.4027936
0.17,S,0.17,0.07089722,0,0.4381748,0,1489.133,82.62972,0.400445,0,82.09008,96.40492,2.709348,547.585069398262,546.090033959386,40.4361600320323,87.4925802755544,82.52054,6.130371,86,86,6.196158,0.4620755
0.18,S,0.18,0.07544376,0,0.4368338,0,1486.206,82.56364,0.4520497,0,82.07127,96.40492,2.71291,546.888512261831,545.39516775969,40.3875702207803,92.7818455429097,87.97449,6.534247,86,86,7.048634,0.5253986
0.19,S,0.19,0.08000486,0,0.435683,0,1483.28,82.4977,0.5070044,0,82.05244,96.40492,2.716472,546.188666587964,544.69702099209,40.3387509905886,98.084015373514,93.42146,6.937634,86,86,7.955613,0.5927579
0.2,S,0.2,0.08457711,0,0.434528,0,1484.493,82.43188,0.565088,0,82.03362,96.40492,2.720033,547.101207622744,545.607346785211,40.4024073078225,103.411700318467,98.87753,7.341658,86,86,8.917109,0.6641544
0.21,S,0.21,0.08917141,0,0.4333745,0,1488.466,82.36613,0.626456,0,82.01481,96.40492,2.723595,549.091348409504,547.592656339615,40.5412335911477,108.773100392735,104.3535,7.74707,86,86,9.933264,0.739598
0.22,S,0.22,0.09379483,0,0.4322271,0,1492.439,82.30023,0.6912386,0,81.99599,96.40492,2.727157,551.084570389026,549.581039484676,40.6802748245489,114.16627727201,109.8493,8.153872,86,86,11.00428,0.8191028
0.23,S,0.23,0.09844568,0,0.4310908,0,1496.412,82.23416,0.7594549,0,81.97717,96.40492,2.730719,553.080895794527,551.572518384844,40.8195327689727,119.589748425563,115.365,8.562067,86,86,12.13035,0.9026824
0.24,S,0.24,0.1031227,0,0.4299693,0,1500.385,82.16791,0.8311254,0,81.95835,96.40492,2.734281,555.080438550937,553.567206719923,40.9590149564544,125.042315856913,120.9007,8.971657,86,86,13.31168,0.990351
0.25,S,0.25,0.1078249,0,0.4288651,0,1504.359,82.10148,0.906272,0,81.93953,96.40492,2.737843,557.083112073439,555.565018100656,41.0987155546952,130.522891634809,126.4564,9.382644,86,86,14.54846,1.082123
0.26,S,0.26,0.1125513,0,0.4277802,0,1508.332,82.03487,0.9849178,0,81.92071,96.40492,2.741405,559.08902647688,557.566062390651,41.2386420369324,136.030554297918,132.0321,9.795031,86,86,15.84091,1.178011
0.27,S,0.27,0.1173011,0,0.4267159,0,1512.306,81.96808,1.067084,0,81.90189,96.40492,2.744966,561.098195839476,559.570353603763,41.3787958026185,141.564518429783,137.6278,10.20882,86,86,17.18921,1.27803
0.28,S,0.28,0.1220737,9.188777,0.4256729,0,1516.279,81.90112,1.152796,0,81.88307,96.40492,2.748528,563.110530377012,561.5778,41.5192,147.124206680069,143.2436,10.62401,86,85.75829,18.62164,1.382194
0.29,S,0.29,0.1268684,8.852571,0.6494865,1.286186,1520.253,81.83397,1.899701,4.052777,81.86426,96.40492,2.75209,564.869973028351,563.4403,40.1636,152.704249644843,148.878,11.02565,85.99942,85.7645,20.11042,1.490443
0.3,S,0.3,0.1316809,8.537582,0.6323834,1.240605,1524.227,81.76665,1.992543,4.201167,81.84544,96.40492,2.755652,566.888620134608,565.4578,40.25151,158.30907208236,154.5326,11.42817,85.99766,85.7705,21.65575,1.602712
0.31,S,0.31,0.1365147,8.24165,0.6168563,1.197761,1528.202,81.69915,2.088807,4.34944,81.82661,96.40492,2.759214,568.910758284997,567.4779,40.352,163.938254467122,160.2074,11.83169,85.99467,85.77624,23.25782,1.719011
0.32,S,0.32,0.1413697,7.962877,0.6027061,1.15739,1532.176,81.63147,2.188495,4.497457,81.8078,96.40492,2.762775,570.936222693498,569.5004,40.4656,169.591435274638,165.9024,12.23635,85.99044,85.78172,24.91685,1.839351
0.33,S,0.33,0.1462454,7.699591,0.5897641,1.119258,1536.151,81.56361,2.291613,4.645075,81.78898,96.40492,2.766337,572.965154262706,571.5254,40.59292,175.268393374046,171.6177,12.64228,85.98492,85.7869,26.63302,1.963744
0.3399999,S,0.3399999,0.1511417,7.450328,0.5778864,1.083156,1540.125,81.49558,2.39817,4.79213,81.77016,96.40492,2.769899,574.997394116697,573.5527,40.73455,180.968755121123,177.3532,13.04963,85.97807,85.79176,28.40656,2.092204
0.3499999,S,0.3499999,0.1560583,7.213762,0.5669507,1.0489,1544.1,81.42737,2.508169,4.938463,81.75134,96.40492,2.773461,577.033179843855,575.5825,40.89103,186.692372811681,183.109,13.45854,85.96985,85.79631,30.23764,2.224745
0.3599999,S,0.3599999,0.160995,6.988082,0.5568506,1.016321,1552.634,81.35898,2.62162,5.084826,81.73252,96.40492,2.777023,580.874917650064,579.4127,41.18972,192.456944062824,188.9031,13.87044,85.96024,85.80052,32.12667,2.36139
0.3699999,S,0.3699999,0.1659671,6.77235,0.5474684,0.9851817,1561.167,81.29031,2.738902,5.23055,81.71371,96.40492,2.780585,584.723927864524,583.249,41.50513,198.262401646612,194.7356,14.28549,85.9492,85.80439,34.07403,2.502169
0.3799999,S,0.3799999,0.1709746,6.565726,0.5387316,0.9553621,1569.701,81.22127,2.860059,5.375421,81.69489,96.40492,2.784146,588.580773126325,587.0919,41.83811,204.108600786063,200.6065,14.70387,85.93668,85.80788,36.0801,2.647116
0.3899999,S,0.3899999,0.1760172,6.367457,0.5305764,0.9267533,1578.235,81.15183,2.98513,5.519209,81.67606,96.40492,2.787708,592.445712799312,590.9416,42.18943,209.995510558421,206.5159,15.12576,85.92268,85.81099,38.14526,2.796264
0.3999999,S,0.3999999,0.1810951,6.176845,0.5229476,0.8992591,1586.769,81.08202,3.114159,5.661685,81.65725,96.40492,2.79127,596.318803567734,594.7981,42.55979,215.923116692378,212.4639,15.55136,85.90713,85.81368,40.26989,2.94965
0.4099999,S,0.4099999,0.1862083,5.993267,0.5157956,0.8727878,1595.303,81.01182,3.24719,5.802578,81.63843,96.40492,2.794832,600.19981626806,598.6611,42.95005,221.891316462989,218.4505,15.98086,85.89001,85.81595,42.4544,3.107311
0.4199999,S,0.4199999,0.1913565,5.816157,0.509077,0.8472577,1603.838,80.94124,3.384262,5.941616,81.61961,96.40492,2.798394,604.089115258793,602.5309,43.36097,227.900119700929,224.4758,16.41447,85.87132,85.81777,44.69916,3.269288
0.4299999,S,0.4299999,0.1965398,5.64509,0.5027504,0.8225965,1611.312,80.87028,3.525402,6.07831,81.60079,96.40492,2.801955,607.564970345271,605.9868,43.7629,233.945354804802,230.5357,16.8521,85.85099,85.81913,47.00452,3.435621
0.4399998,S,0.4399998,0.2017547,5.479963,0.4967918,0.7987467,1614.547,80.79893,3.6706,6.211582,81.58197,96.40492,2.805517,609.359807955955,607.7645,44.06459,240.01018189227,236.6134,17.29275,85.82901,85.82,49.37065,3.606345
0.4499998,S,0.4499998,0.2069866,5.320273,0.4911802,0.7756985,1617.781,80.72737,3.819438,6.341555,81.56315,96.40492,2.809079,611.158332488187,609.5443,44.38754,246.094423862248,242.7088,17.73663,85.80535,85.82038,51.79774,3.781492
0.4599998,S,0.4599998,0.2122353,5.16555,0.4858851,0.7533849,1621.016,80.65566,3.971926,6.467925,81.54433,96.40492,2.812641,612.959606917924,611.3252,44.73231,252.198207548128,248.8221,18.18395,85.77998,85.82025,54.28596,3.961095
0.4699998,S,0.4699998,0.217501,5.015372,0.4808794,0.7317427,1624.251,80.58382,4.128078,6.590326,81.52551,96.40492,2.816203,614.763996551929,613.1075,45.0995,258.321374265729,254.9532,18.63494,85.75288,85.8196,56.83549,4.145189
0.4799998,S,0.4799998,0.2227836,4.869369,0.4761392,0.7107157,1627.486,80.51183,4.287905,6.708402,81.5067,96.40492,2.819765,616.571173807134,614.8908,45.48974,264.463873228148,261.1021,19.08984,85.72403,85.8184,59.44652,4.333813
0.4899998,S,0.4899998,0.228083,4.727181,0.4716437,0.6902539,1630.721,80.43968,4.451427,6.821812,81.48788,96.40492,2.823327,618.381301146218,616.6752,45.9035,270.625755489979,267.2689,19.54888,85.69341,85.81666,62.11921,4.527007
0.4999998,S,0.4999998,0.2333992,4.588485,0.4673737,0.6703089,1633.957,80.3674,4.618661,6.930146,81.46906,96.40492,2.826888,620.19455610109,618.4608,46.34141,276.806880565566,273.4535,20.01229,85.66098,85.81435,64.85374,4.724813
0.5099998,S,0.5099998,0.2387322,4.452992,0.4633122,0.6508372,1637.192,80.29497,4.789621,7.033012,81.45024,96.40492,2.83045,622.010718658332,620.2473,46.80407,283.007314949502,279.656,20.48033,85.62675,85.81148,67.6503,4.927276
0.5199998,S,0.5199998,0.244082,4.320432,0.4594444,0.6317996,1640.428,80.2224,4.964337,7.130004,81.43142,96.40492,2.834012,623.830062793138,622.0349,47.29197,289.226929950778,285.8763,20.95325,85.59068,85.80801,70.50906,5.134444
0.5299998,S,0.5299998,0.2494484,4.190561,0.4557568,0.6131594,1643.664,80.14967,5.142827,7.220697,81.4126,96.40492,2.837574,625.652275477945,623.8232,47.8057,295.4657994811,292.1145,21.43131,85.55279,85.80395,73.43021,5.346366
0.5399998,S,0.5399998,0.2548316,4.063152,0.4522984,0.5948793,1646.899,80.07681,5.32584,7.304609,81.39378,96.40492,2.841136,627.477234103886,625.612,48.34568,301.723902670638,298.3706,21.91477,85.51303,85.79927,76.41391,5.563097
0.5499998,S,0.5499998,0.2602316,3.937999,0.4490047,0.5769325,1650.136,80.00381,5.512843,7.381339,81.37496,96.40492,2.844697,629.305228760656,627.4015,48.91246,308.001221776466,304.6446,22.40389,85.47142,85.79398,79.46036,5.78469
0.5599998,S,0.5599998,0.2656482,3.814916,0.445859,0.5592914,1653.372,79.93065,5.703787,7.450434,81.35614,96.40492,2.848259,631.136246830017,629.1916,49.50649,314.297745822917,310.9365,22.89896,85.42795,85.78805,82.56973,6.011205
0.5699998,S,0.5699998,0.2710817,3.693763,0.4428527,0.5419307,1655.819,79.85735,5.898715,7.511284,81.33733,96.40492,2.851821,632.652468059245,630.6654,50.10288,320.610259971966,317.2431,23.39999,85.38261,85.78148,85.74216,6.2427
0.5799997,S,0.5799997,0.276529,3.574399,0.439979,0.5248316,1657.929,79.78392,6.097559,7.563424,81.3185,96.40492,2.855383,634.034518905852,632.0029,50.71593,326.937453844679,323.5631,23.90715,85.3354,85.77426,88.97779,6.479235
0.5899997,S,0.5899997,0.2819892,3.456674,0.4372314,0.507975,1660.038,79.71039,6.300323,7.606435,81.29969,96.40492,2.858945,635.418607483389,633.3398,51.35664,333.279321249114,329.8965,24.42072,85.28632,85.76638,92.27676,6.720874
0.5999997,S,0.5999997,0.2874623,3.340446,0.4346033,0.4913402,1662.148,79.63676,6.507045,7.639824,81.28087,96.40492,2.862507,636.804630294447,634.6759,52.02537,339.635857369562,336.2433,24.94097,85.23538,85.75784,95.63919,6.967683
0.6099997,S,0.6099997,0.2929481,3.2256,0.4320889,0.4749078,1664.258,79.56305,6.717771,7.66309,81.26205,96.40492,2.866068,638.192284771404,636.0108,52.72243,346.006962570799,342.6034,25.46819,85.18259,85.74861,99.06522,7.219728
0.6199997,S,0.6199997,0.2984467,3.11203,0.4296833,0.4586622,1666.368,79.48924,6.932554,7.675766,81.24323,96.40492,2.86963,639.581863928999,637.3447,53.44805,352.392638588394,348.9768,26.00267,85.12796,85.7387,102.555,7.477083
0.6299997,S,0.6299997,0.3039581,2.999632,0.4273819,0.4425888,1668.478,79.41534,7.151446,7.67737,81.22441,96.40492,2.873192,640.973359043817,638.6775,54.20238,358.792985846054,355.3636,26.54469,85.07151,85.7281,106.1086,7.73982
0.6399997,S,0.6399997,0.3094823,2.888316,0.4251805,0.4266736,1670.589,79.34135,7.374517,7.667406,81.20559,96.40492,2.876754,642.366869935816,640.0092,54.98563,365.207912072731,361.7637,27.09455,85.01324,85.71679,109.7263,8.008016
0.6499997,S,0.6499997,0.3150192,2.778012,0.4230755,0.4109043,1672.699,79.26726,7.601824,7.64538,81.18678,96.40492,2.880316,643.761999730157,641.3393,55.79798,371.637422423158,368.1771,27.65253,84.9532,85.70477,113.408,8.281751
0.6599997,S,0.6599997,0.320569,2.668653,0.4210637,0.3952712,1674.81,79.19307,7.83344,7.610829,81.16795,96.40492,2.883878,645.159238163372,642.6682,56.63945,378.081525649258,374.6038,28.21893,84.8914,85.69204,117.1541,8.561108
0.6699997,S,0.6699997,0.3261315,2.56018,0.4191422,0.3797655,1676.921,79.11879,8.069439,7.563276,81.14914,96.40492,2.887439,646.558179843053,643.9954,57.51004,384.540131286951,381.0437,28.79403,84.82787,85.67859,120.9645,8.846172
0.6799996,S,0.6799996,0.3317067,2.452544,0.4173084,0.364379,1679.032,79.04442,8.309905,7.502261,81.13032,96.40492,2.891001,647.959023865587,645.321,58.40979,391.01335046807,387.4969,29.37813,84.76266,85.66441,124.8395,9.137033
0.6899996,S,0.6899996,0.3372948,2.345711,0.4155599,0.3491054,1681.143,78.96996,8.554915,7.427321,81.1115,96.40492,2.894563,649.361661031047,646.6448,59.3386,397.501095918707,393.9633,29.97152,84.69578,85.64949,128.7791,9.433782
0.6999996,S,0.6999996,0.3428956,2.239656,0.4138949,0.33394,1682.789,78.89539,8.804571,7.337971,81.09268,96.40492,2.898125,650.576666783765,647.7781,60.27879,404.001573352355,400.4411,30.57431,84.6273,85.63384,132.7835,9.736511
0.7099996,S,0.7099996,0.3485076,2.134359,0.4123115,0.3188798,1684.126,78.82074,9.058883,7.233769,81.07386,96.40492,2.901687,651.666741611565,648.7833,61.23538,410.513392117338,406.9289,31.18666,84.55724,85.61747,136.8528,10.04532
0.7199996,S,0.7199996,0.3541296,2.029813,0.4108082,0.303922,1685.463,78.74603,9.317884,7.114334,81.05504,96.40492,2.905249,652.757699722234,649.7856,62.21968,417.036666960977,413.4268,31.80886,84.48567,85.60036,140.9871,10.36029
0.7299996,S,0.7299996,0.3597616,1.926,0.4093834,0.2890661,1686.799,78.67126,9.581686,6.979321,81.03622,96.40492,2.90881,653.849800177747,650.7852,63.2312,423.571212455141,419.9346,32.44117,84.41264,85.58251,145.1864,10.68154
0.7399996,S,0.7399996,0.3654037,1.822923,0.4080357,0.2743101,1688.136,78.59644,9.85038,6.828374,81.0174,96.40492,2.912372,654.942722530167,651.7817,64.26963,430.117144784456,426.4524,33.08387,84.33821,85.56392,149.4509,11.00917
0.7499996,S,0.7499996,0.3710558,1.720581,0.4067637,0.2596542,1689.474,78.52155,10.12407,6.661167,80.99858,96.40492,2.915934,656.036824049269,652.7754,65.33446,436.674378561099,432.9801,33.73721,84.26244,85.54459,153.7807,11.34327
0.7599996,S,0.7599996,0.3767178,1.618993,0.4055662,0.245099,1690.811,78.44659,10.40288,6.477417,80.97977,96.40492,2.919496,657.131861431572,653.766,66.42515,443.243030854838,439.5178,34.40146,84.18542,85.52454,158.1759,11.68397
0.7699996,S,0.7699996,0.3823901,1.518175,0.404442,0.2306474,1692.149,78.37158,10.68691,6.276881,80.96095,96.40492,2.923058,658.22787375959,654.7535,67.54101,449.822919936239,446.0653,35.07687,84.10719,85.50373,162.6366,12.03136
0.7799996,S,0.7799996,0.3880721,1.418155,0.4033899,0.2163018,1693.487,78.29651,10.97627,6.059339,80.94213,96.40492,2.92662,659.324902327177,655.7379,68.68139,456.414160722236,452.6227,35.76368,84.02785,85.4822,167.1628,12.38556
0.7899995,S,0.7899995,0.3937643,1.318967,0.4024088,0.2020666,1694.824,78.22138,11.2711,5.824631,80.92331,96.40492,2.930181,660.422868007629,656.7191,69.84546,463.016672896869,459.1899,36.46214,83.94748,85.45994,171.7547,12.74669
0.7999995,S,0.7999995,0.3994664,1.220641,0.4014978,0.1879468,1696.162,78.14619,11.57151,5.572639,80.90449,96.40492,2.933743,661.521685189662,657.697,71.03236,469.630471027906,465.7669,37.17246,83.86616,85.43694,176.4124,13.11486
0.8099995,S,0.8099995,0.4051785,1.123226,0.4006555,0.1739469,1697.501,78.07095,11.87761,5.303251,80.88567,96.40492,2.937305,662.621559483752,658.6718,72.2412,476.255474547682,472.3536,37.89487,83.78398,85.41323,181.1359,13.4902
0.8199995,S,0.8199995,0.4109006,1.026773,0.399881,0.1600745,1698.839,77.99564,12.18954,5.016469,80.86685,96.40492,2.940867,663.722178573779,659.6432,73.47094,482.89169972687,478.95,38.62958,83.70105,85.3888,185.9254,13.87282
0.8299995,S,0.8299995,0.4166326,0.9313368,0.399173,0.1463366,1700.178,77.92027,12.5074,4.712314,80.84803,96.40492,2.944429,664.823909173214,660.6116,74.72044,489.539162941566,485.5561,39.37679,83.61746,85.36367,190.781,14.26286
0.8399995,S,0.8399995,0.4223745,0.8369749,0.3985303,0.1327415,1701.516,77.84485,12.83133,4.390882,80.82922,96.40492,2.94799,665.926308445642,661.5766,75.98849,496.19777952715,492.1718,40.13667,83.53333,85.33784,195.7027,14.66042
0.8499995,S,0.8499995,0.4281264,0.743753,0.3979516,0.1192977,1702.855,77.76936,13.16143,4.052311,80.81039,96.40492,2.951552,667.029717766594,662.5386,77.27385,502.8676656928,498.7972,40.90941,83.44874,85.31132,200.6907,15.06565
0.8599995,S,0.8599995,0.4338882,0.6517439,0.3974356,0.1060147,1704.194,77.69382,13.49785,3.696815,80.79158,96.40492,2.955114,668.133856993699,663.4974,78.57513,509.548735930228,505.4322,41.69516,83.36382,85.28412,205.745,15.47868
0.8699995,S,0.8699995,0.43966,0.5610202,0.397323,0.09289913,1705.534,77.61821,13.8526,3.324549,80.77276,96.40492,2.958676,669.233920357128,664.4483,79.89053,516.240903796412,512.0767,42.49406,83.2787,85.25625,210.8658,15.89962
0.8799995,S,0.8799995,0.4454416,0.4716641,0.3972954,0.07996632,1706.873,77.54254,14.21542,2.936022,80.75394,96.40492,2.962238,670.334089447417,665.3956,81.21876,522.944183503787,518.7307,43.30625,83.19349,85.22773,216.0531,16.32862
0.8899994,S,0.8899994,0.4512331,0.3837546,0.3973209,0.06722858,1708.213,77.46682,14.58538,2.531695,80.73512,96.40492,2.9658,671.434721660475,666.3398,82.5582,529.658485224898,525.3941,44.13183,83.10831,85.19856,221.307,16.76582
0.8999994,S,0.8999994,0.4570344,0.2973804,0.3973979,0.05469725,1709.552,77.39104,14.96256,2.112056,80.7163,96.40492,2.969361,672.535957944995,667.2812,83.90718,536.383821187189,532.0669,44.9709,83.02329,85.16878,226.6277,17.21133
0.9099994,S,0.9099994,0.4628456,0.2126343,0.3975245,0.04238512,1710.892,77.31519,15.34708,1.677706,80.69748,96.40492,2.972923,673.637608016461,668.2198,85.26386,543.120199199801,538.7491,45.82354,82.93858,85.13838,232.0152,17.6653
0.9199994,S,0.9199994,0.4686665,0.129604,0.3976989,0.03030556,1712.232,77.23929,15.73903,1.229335,80.67867,96.40492,2.976485,674.739751773952,669.1559,86.62629,549.867527288672,545.4406,46.6898,82.85429,85.1074,237.4696,18.12787
0.9299994,S,0.9299994,0.4744972,0.04838416,0.3979193,0.01847115,1713.573,77.16333,16.13849,0.7676662,80.65984,96.40492,2.980047,675.842162509564,670.0895,87.99256,556.625911242852,552.1415,47.56973,82.77058,85.07584,242.991,18.59916
0.9399994,S,0.9399994,0.4803378,-0.03092533,0.3981834,0.006895465,1714.913,77.08731,16.54554,0.2935356,80.64102,96.40492,2.983609,676.944879905895,671.0209,89.36063,563.395255376762,558.8517,48.46334,82.68757,85.04374,248.5795,19.07933
0.9499994,S,0.9499994,0.4861881,-0.1082254,0.3984891,-0.004407155,1716.254,77.01123,16.96023,-0.1921164,80.62221,96.40492,2.98717,678.04791123102,671.9504,90.72833,570.175560066067,565.5712,49.37062,82.60542,85.0111,254.2352,19.5685
0.9599994,S,0.9599994,0.4920482,-0.1834141,0.3988342,-0.01542253,1717.594,76.93509,17.38264,-0.6882773,80.60339,96.40492,2.990732,679.151241110494,672.8783,92.09344,576.966825885759,572.3,50.29155,82.52426,84.97796,259.9582,20.06681
0.9699994,S,0.9699994,0.497918,-0.2563916,0.3992162,-0.02613607,1718.935,76.85889,17.81279,-1.193836,80.58457,96.40492,2.994294,680.25463039847,673.8047,93.45367,583.768952436099,579.038,51.22609,82.44424,84.94434,265.7486,20.5744
0.9799994,S,0.9799994,0.5037977,-0.327052,0.3996326,-0.03653351,1720.276,76.78262,18.25072,-1.707611,80.56575,96.40492,2.997856,681.35831759009,674.7302,94.80672,590.582032949088,585.7853,52.17416,82.36552,84.91027,271.6064,21.0914
0.9899994,S,0.9899994,0.5096871,-0.3952985,0.400081,-0.04659972,1721.418,76.70631,18.69647,-2.228294,80.54693,96.40492,3.001418,682.378467908367,675.5721,96.13902,597.4051527929,592.541,53.13555,82.28823,84.87576,277.5319,21.61795
0.9999993,S,0.9999993,0.5155854,-0.4610268,0.4005587,-0.05632089,1721.763,76.62993,19.14999,-2.754518,80.52811,96.40492,3.00498,683.063864061348,676.0819,97.4141,604.234971178538,599.3018,54.10969,82.21252,84.84087,283.5249,22.15417
1.009999,S,1.009999,0.5214899,-0.5241401,0.4010628,-0.06568217,1722.109,76.55352,19.61103,-3.284791,80.50929,96.40492,3.008542,683.748151532757,676.5908,98.67332,611.071473286894,606.0677,55.09642,82.13854,84.80563,289.5855,22.7002
1.019999,S,1.019999,0.5274006,-0.5845351,0.4015907,-0.07466977,1722.454,76.4771,20.0796,-3.817589,80.49047,96.40492,3.012103,684.431171551262,677.0991,99.91415,617.91464217657,612.8387,56.09556,82.06644,84.77007,295.7139,23.25616
1.029999,S,1.029999,0.5333171,-0.6421137,0.4021397,-0.08326898,1722.799,76.40066,20.55566,-4.351242,80.47166,96.40492,3.015665,685.112839937948,677.6072,101.134,624.764358562055,619.6147,57.1069,81.99637,84.7342,301.9101,23.82218
1.039999,S,1.039999,0.5392399,-0.696782,0.4027071,-0.09146592,1723.145,76.3242,21.03914,-4.88403,80.45284,96.40492,3.019227,685.793060360296,678.1155,102.3303,631.620696800389,626.3958,58.1302,81.92845,84.69807,308.174,24.39836
1.049999,S,1.049999,0.5451687,-0.7484517,0.4032901,-0.09924717,1723.491,76.24774,21.53003,-5.414174,80.43401,96.40492,3.022789,686.471794103982,678.6245,103.5003,638.483729372891,633.1821,59.1652,81.86285,84.66173,314.5058,24.98484
1.059999,S,1.059999,0.5511036,-0.7970237,0.4038862,-0.1066003,1723.837,76.17126,22.02826,-5.939842,80.4152,96.40492,3.026351,687.149056699476,679.1347,104.6417,645.353228826143,639.9734,60.21162,81.79967,84.62518,320.9055,25.58172
1.069999,S,1.069999,0.5570444,-0.8424134,0.4044928,-0.1135112,1724.183,76.09477,22.53373,-6.459018,80.39638,96.40492,3.029912,687.824646777433,679.6465,105.7515,652.229258296509,646.7698,61.26913,81.73909,84.58846,327.3733,26.18913
1.079999,S,1.079999,0.5629913,-0.8845404,0.4051074,-0.1199678,1724.53,76.01826,23.0464,-6.969725,80.37756,96.40492,3.033474,688.498427271936,680.1603,106.8272,659.111880775454,653.5714,62.3374,81.68122,84.55163,333.909,26.80716
1.089999,S,1.089999,0.5689443,-0.9233286,0.4057276,-0.1259589,1724.876,75.94174,23.56618,-7.469906,80.35874,96.40492,3.037036,689.170532713551,680.6768,107.8662,666.001055951196,660.3782,63.41606,81.62618,84.51471,340.5128,27.43592
1.099999,S,1.099999,0.5749032,-0.9587123,0.4063513,-0.1314738,1725.223,75.8652,24.09298,-7.957474,80.33992,96.40492,3.040598,689.840611192499,681.1962,108.866,672.89663964688,667.1901,64.50472,81.5741,84.47774,347.1847,28.07553
1.109999,S,1.109999,0.5808681,-0.9906182,0.4069512,-0.1365035,1725.57,75.78865,24.62523,-8.430352,80.32111,96.40492,3.04416,690.509489432854,681.7199,109.8241,679.798782331113,674.0073,65.60297,81.52509,84.44076,353.9247,28.72607
1.119999,S,1.119999,0.5868391,-1.018993,0.4074026,-0.1410399,1725.917,75.71208,25.15513,-8.886431,80.30228,96.40492,3.047722,691.180010878917,682.2513,110.7383,686.707432278154,680.8298,66.71035,81.47925,84.4038,360.733,29.38763
