State - Time (s),State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),MAX-M10S - Lat,MAX-M10S - Lon,MAX-M10S - Alt (m),MAX-M10S - Disp X (m),MAX-M10S - Disp Y (m),MAX-M10S - Disp Z (m),MAX-M10S - Fix Quality,BMI088andLIS3MDL - AccX,BMI088andLIS3MDL - AccY,BMI088andLIS3MDL - AccZ,BMI088andLIS3MDL - GyroX,BMI088andLIS3MDL - GyroY,BMI088andLIS3MDL - GyroZ,BMI088andLIS3MDL - MagX,BMI088andLIS3MDL - MagY,BMI088andLIS3MDL - MagZ,BMI088andLIS3MDL - OriX,BMI088andLIS3MDL - OriY,BMI088andLIS3MDL - OriZ,BMI088andLIS3MDL - OriW,DPS310 - Pres (hPa),DPS310 - Temp (C),DPS310 - Alt ASL (ft),DPS310 - Alt AGL (ft),MS5611 - Pres (hPa),MS5611 - Temp (C),MS5611 - Alt ASL (ft),MS5611 - Alt AGL (ft)
800.229,3,-215.758,-317.131,1765.739,-6.340,-6.516,-15.770,-2.683,-1.217,-9.327,39.0804973,-75.8789128,1756.012,-213.106,-315.297,1775.412,16,1.049,-0.072,2.794,0.424,0.175,-0.741,-1460.000,-822.000,3332.000,0.140,0.695,-0.571,-0.413,813.810,20.329,1810.007,1769.330,814.680,20.770,1801.362,1766.673
800.329,3,-216.638,-318.495,1763.990,-7.424,-6.613,-17.776,-4.940,-1.239,-11.042,39.0804870,-75.8789339,1755.431,-214.250,-317.122,1774.831,16,1.458,2.399,4.425,0.347,0.151,-0.863,-1651.000,-958.000,3465.000,0.107,0.687,-0.564,-0.445,813.840,20.327,1809.704,1769.027,814.760,20.780,1800.568,1765.879
800.429,3,-219.082,-321.136,1760.965,-13.538,-11.500,-22.191,-16.626,-12.832,-17.786,39.0804765,-75.8789546,1754.786,-215.415,-318.913,1774.186,16,-4.245,7.930,20.586,-0.102,0.439,-0.906,-1883.000,-1140.000,3543.000,0.091,0.685,-0.537,-0.485,813.911,20.337,1809.000,1768.323,814.640,20.780,1801.759,1767.070
800.529,3,-222.530,-326.464,1758.187,-13.336,-22.128,-20.406,-3.805,-24.171,-8.065,39.0804658,-75.8789751,1754.066,-216.603,-320.687,1773.466,16,-12.096,-10.868,18.367,-0.232,0.009,-0.545,-2098.000,-1255.000,3654.000,0.078,0.693,-0.516,-0.498,813.939,20.332,1808.721,1768.044,815.020,20.780,1797.987,1763.298
800.629,3,-225.648,-333.370,1755.301,-14.830,-25.543,-20.536,-8.295,-13.769,-12.143,39.0804547,-75.8789945,1753.323,-217.835,-322.366,1772.723,15,-4.101,-1.264,15.666,0.081,-1.127,-0.637,-2274.000,-1419.000,3486.000,0.025,0.720,-0.506,-0.475,814.248,20.340,1805.652,1764.975,814.940,20.770,1798.781,1764.092
800.729,3,-230.063,-336.797,1756.704,-23.707,-14.891,-9.603,-20.466,4.877,2.819,39.0804439,-75.8790116,1752.510,-219.034,-323.845,1771.910,16,22.138,3.577,9.963,-0.023,-0.292,-0.731,-2539.000,-1579.000,3233.000,-0.008,0.728,-0.488,-0.483,814.044,20.335,1807.676,1766.999,814.910,20.780,1799.079,1764.390
800.829,3,-235.882,-335.645,1758.658,-27.973,-7.409,-8.988,-16.041,1.766,-6.954,39.0804340,-75.8790267,1751.569,-220.133,-325.152,1770.969,16,11.220,4.683,10.990,-1.681,0.298,0.215,-2716.000,-1620.000,3124.000,0.047,0.759,-0.430,-0.487,814.152,20.331,1806.607,1765.930,814.960,20.770,1798.582,1763.893
800.929,3,-240.838,-334.667,1759.111,-28.030,-9.654,-9.769,-12.102,-7.507,-6.864,39.0804244,-75.8790407,1750.388,-221.199,-326.363,1769.788,16,4.245,-5.358,12.836,-2.092,0.296,0.115,-2655.000,-1591.000,3115.000,0.108,0.792,-0.351,-0.488,814.185,20.340,1806.273,1765.596,814.950,20.780,1798.682,1763.993
801.029,3,-244.617,-336.612,1762.200,-28.070,-14.272,0.306,-12.071,-9.460,5.361,39.0804135,-75.8790531,1749.155,-222.409,-327.436,1768.555,16,9.927,-16.133,10.322,-1.067,1.547,0.145,-2471.000,-1558.000,3226.000,0.166,0.769,-0.303,-0.539,813.986,20.329,1808.251,1767.574,814.820,20.770,1799.972,1765.283
801.129,3,-233.574,-332.410,1765.049,-22.969,-12.741,3.431,-2.436,-5.534,15.575,39.0804018,-75.8790633,1747.932,-223.708,-328.319,1767.332,16,14.028,-21.426,5.006,1.155,3.153,0.790,-2373.000,-1317.000,3771.000,0.210,0.650,-0.337,-0.648,814.107,20.330,1807.051,1766.374,814.990,20.790,1798.285,1763.596
801.229,3,-232.751,-332.773,1765.239,-19.307,-13.984,2.501,7.263,-9.586,-3.254,39.0803902,-75.8790721,1746.736,-224.996,-329.080,1766.136,16,-2.945,-13.274,-1.659,3.443,3.368,1.053,-2424.000,-599.000,4717.000,0.184,0.458,-0.435,-0.753,814.276,20.329,1805.378,1764.701,815.190,20.780,1796.300,1761.611
801.329,3,-234.579,-334.954,1766.100,-21.048,-17.720,-3.389,-11.005,-14.960,-19.227,39.0803786,-75.8790795,1745.730,-226.284,-329.721,1765.130,16,-19.753,6.515,0.984,3.790,1.764,0.874,-3128.000,452.000,5482.000,0.098,0.295,-0.526,-0.792,813.999,20.330,1808.123,1767.446,814.840,20.780,1799.773,1765.084
801.429,3,-238.975,-338.528,1764.749,-29.511,-20.204,-11.326,-27.194,-11.070,-20.940,39.0803681,-75.8790871,1744.748,-227.450,-330.378,1764.148,14,-17.325,25.887,3.951,1.788,0.011,1.692,-4032.000,851.000,5492.000,0.052,0.237,-0.615,-0.751,814.030,20.337,1807.821,1767.144,814.870,20.770,1799.476,1764.787
801.529,3,-245.109,-341.757,1758.904,-32.238,-17.218,-18.698,-16.819,-1.983,-16.760,39.0803578,-75.8790938,1743.584,-228.593,-330.958,1762.984,16,-1.896,17.979,2.880,-0.690,-0.803,2.310,-4089.000,453.000,5376.000,0.080,0.280,-0.690,-0.663,814.614,20.329,1802.015,1761.338,815.390,20.780,1794.315,1759.626
801.629,3,-249.797,-343.167,1753.489,-29.302,-14.817,-24.231,-10.458,-5.121,-18.456,39.0803466,-75.8790986,1742.311,-229.836,-331.373,1761.711,15,-2.636,13.942,3.002,-2.482,-0.795,2.444,-3475.000,1.000,5202.000,0.166,0.376,-0.728,-0.549,814.616,20.338,1801.995,1761.318,815.970,20.780,1788.563,1753.874
801.729,3,-250.452,-343.339,1745.859,-18.806,-13.748,-25.242,-0.130,-7.345,-11.613,39.0803350,-75.8791014,1740.938,-231.124,-331.615,1760.338,15,-6.249,3.060,2.967,-3.675,-0.624,2.489,-2307.000,-58.000,4888.000,0.284,0.494,-0.714,-0.406,815.303,20.336,1795.181,1754.504,816.400,20.780,1784.300,1749.611
801.829,3,-247.402,-342.888,1742.253,-9.530,-11.960,-14.161,0.857,-5.600,3.227,39.0803229,-75.8791021,1739.444,-232.467,-331.676,1758.844,16,-8.411,-11.069,2.967,-3.437,-0.443,2.940,-1127.000,550.000,4202.000,0.400,0.570,-0.678,-0.235,815.572,20.340,1792.510,1751.833,816.280,20.780,1785.489,1750.800
801.929,3,-244.176,-341.891,1745.830,-7.500,-9.513,-1.525,-4.183,-3.639,6.462,39.0803110,-75.8791019,1737.789,-233.789,-331.659,1757.189,16,-8.799,-14.344,3.512,-2.148,-1.012,2.942,-446.000,1501.000,3345.000,0.467,0.585,-0.660,-0.063,815.402,20.336,1794.193,1753.516,816.110,20.770,1787.175,1752.486
802.029,3,-242.765,-340.268,1752.023,-6.734,-6.214,3.777,-3.445,-1.453,2.350,39.0802998,-75.8791020,1736.143,-235.032,-331.667,1755.543,16,-7.678,-9.905,2.184,-0.859,-1.734,2.301,-273.000,2493.000,2800.000,0.474,0.559,-0.675,0.083,815.210,20.340,1796.100,1755.423,816.120,20.780,1787.076,1752.387
802.129,3,-239.209,-335.407,1751.998,-5.963,-3.440,4.234,-6.834,5.451,5.342,39.0802893,-75.8791016,1734.429,-236.198,-331.633,1753.829,16,-8.325,-15.379,0.453,0.230,-3.002,1.834,-360.000,3287.000,2731.000,0.419,0.488,-0.734,0.220,815.583,20.335,1792.400,1751.723,816.630,20.770,1782.021,1747.332
802.229,3,-239.383,-334.041,1751.075,-8.438,-0.372,2.804,-13.082,10.616,-3.395,39.0802788,-75.8791009,1732.831,-237.363,-331.572,1752.231,16,-1.228,-17.936,-1.336,1.227,-3.773,1.796,-546.000,3739.000,3164.000,0.330,0.355,-0.804,0.344,815.840,20.342,1789.854,1749.177,816.960,20.780,1778.751,1744.062
802.329,3,-241.201,-332.953,1750.514,-11.873,1.868,-1.455,-12.250,5.811,-11.917,39.0802679,-75.8791001,1731.366,-238.573,-331.503,1750.766,16,3.297,-13.260,-1.257,2.429,-4.225,1.924,-892.000,3762.000,4209.000,0.228,0.148,-0.855,0.442,815.811,20.347,1790.143,1749.466,816.460,20.780,1783.705,1749.016
802.429,3,-244.170,-332.519,1748.554,-13.414,-2.672,-6.867,-6.432,-11.286,-12.379,39.0802570,-75.8790993,1729.919,-239.784,-331.434,1749.319,16,13.166,-1.408,0.101,2.297,-3.558,2.491,-1608.000,3187.000,5078.000,0.141,-0.055,-0.833,0.532,815.926,20.338,1788.998,1748.321,816.450,20.780,1783.804,1749.115
802.529,3,-247.349,-334.036,1745.845,-13.235,-9.383,-8.424,-4.089,-14.599,-4.744,39.0802453,-75.8790981,1728.458,-241.082,-331.330,1747.858,16,15.551,0.819,3.606,0.903,-2.084,2.416,-2175.000,2567.000,5497.000,0.071,-0.163,-0.770,0.612,816.019,20.339,1788.074,1747.396,816.830,20.780,1780.039,1745.350
802.629,3,-250.150,-337.358,1744.183,-13.485,-15.506,-7.743,-6.174,-14.381,-3.006,39.0802323,-75.8790969,1726.984,-242.526,-331.226,1746.384,16,15.623,-4.101,5.509,0.413,-0.317,2.393,-2334.000,2347.000,5551.000,0.051,-0.196,-0.689,0.695,816.009,20.344,1788.175,1747.498,816.590,20.780,1782.417,1747.728
802.729,3,-252.180,-341.194,1743.406,-11.523,-19.193,-7.435,-3.405,-12.640,-4.251,39.0802184,-75.8790955,1725.429,-244.069,-331.105,1744.829,16,12.283,-4.748,5.373,0.616,1.089,2.457,-2542.000,2733.000,5594.000,0.086,-0.184,-0.590,0.782,816.023,20.337,1788.034,1747.357,817.560,20.770,1772.810,1738.121
802.829,3,-253.003,-343.525,1739.744,-8.260,-16.630,-7.677,-1.216,-5.650,-2.365,39.0802050,-75.8790930,1723.952,-245.556,-330.889,1743.352,16,6.931,-4.834,4.173,1.319,1.915,2.297,-2969.000,3501.000,5598.000,-0.141,-0.239,-0.410,0.869,816.594,20.342,1782.380,1741.703,817.800,20.780,1770.434,1735.745
802.929,3,-252.499,-343.419,1733.432,-3.656,-13.147,-10.996,1.502,-4.219,-5.125,39.0801932,-75.8790876,1722.289,-246.866,-330.421,1741.689,16,4.978,-2.464,3.340,2.152,2.254,2.384,-3734.000,4228.000,5278.000,-0.029,-0.166,-0.291,0.942,817.260,20.346,1775.780,1735.103,818.160,20.770,1766.872,1732.183
803.029,3,-251.662,-340.085,1728.163,-2.538,-3.034,-13.474,-0.844,4.236,-6.483,39.0801821,-75.8790800,1720.512,-248.099,-329.764,1739.912,16,-1.516,4.425,2.801,2.491,1.660,2.350,-4698.000,4520.000,4722.000,0.091,-0.118,-0.159,0.976,817.462,20.343,1773.783,1733.106,818.290,20.770,1765.586,1730.897
803.129,3,-250.361,-333.654,1731.009,-2.268,-0.086,-11.633,-2.617,3.426,-0.538,39.0801717,-75.8790722,1718.655,-249.253,-329.089,1738.055,16,-4.001,7.995,4.963,1.860,0.884,2.346,-4698.000,4520.000,4722.000,0.333,0.036,-0.068,0.940,817.444,20.352,1773.954,1733.277,818.270,20.780,1765.783,1731.094
803.229,3,-250.736,-331.396,1729.959,-2.807,0.955,-10.763,-2.673,1.223,1.304,39.0801609,-75.8790647,1716.847,-250.452,-328.440,1736.247,16,-2.715,8.943,6.694,0.931,0.245,2.344,-5496.000,4207.000,4054.000,0.388,0.023,0.036,0.921,817.612,20.342,1772.300,1731.623,818.440,20.790,1764.102,1729.413
803.329,3,-251.594,-329.821,1728.050,-1.940,1.366,-11.245,2.727,-0.168,-3.712,39.0801494,-75.8790569,1715.002,-251.729,-327.765,1734.402,17,3.354,3.613,4.511,0.388,0.311,2.273,-5935.000,3457.000,3607.000,0.405,-0.006,0.146,0.903,817.741,20.352,1771.014,1730.337,818.800,20.770,1760.542,1725.853
803.429,3,-252.526,-328.322,1723.722,-1.181,2.391,-14.156,2.074,1.586,-8.298,39.0801380,-75.8790490,1713.125,-252.995,-327.081,1732.525,17,2.830,1.027,0.194,0.776,0.810,1.952,-6109.000,2615.000,3474.000,0.431,-0.003,0.249,0.867,818.260,20.349,1765.885,1725.208,818.880,20.770,1759.750,1725.062
803.529,3,-252.754,-313.249,1715.647,3.860,85.207,-60.029,10.599,165.814,-102.278,39.0801265,-75.8790407,1711.252,-254.271,-326.363,1730.652,17,20.442,-171.469,-79.608,12.170,0.584,5.842,-6191.000,1778.000,3340.000,0.788,0.039,0.428,0.441,817.871,20.347,1769.733,1729.056,818.350,20.780,1764.992,1730.303
803.629,3,-256.790,-295.565,1713.980,-19.726,41.237,18.683,-38.481,-47.129,111.596,39.0801155,-75.8790321,1709.118,-255.492,-325.619,1728.518,17,5.265,4.978,-135.605,14.124,-7.943,5.456,-5901.000,731.000,1642.000,0.973,-0.037,0.158,-0.164,818.285,20.360,1765.634,1724.957,817.790,20.780,1770.533,1735.844
803.729,3,-261.135,-300.227,1732.309,-2.919,5.325,20.659,19.690,-30.646,-1.209,39.0801050,-75.8790249,1706.652,-256.658,-324.996,1726.052,16,12.031,12.074,-33.321,5.361,-6.675,0.950,-1769.000,1696.000,-132.000,0.900,0.013,-0.151,-0.409,817.208,20.360,1776.300,1735.623,817.870,20.780,1769.741,1735.052
803.829,3,-257.562,-314.434,1733.397,12.349,-15.451,7.201,18.653,-18.072,-7.902,39.0800938,-75.8790196,1704.104,-257.901,-324.538,1723.504,17,0.869,-0.754,-26.016,3.997,-6.113,0.488,-736.000,4354.000,2852.000,0.725,0.081,-0.412,-0.545,818.228,20.358,1766.201,1725.524,819.170,20.780,1756.884,1722.195
803.929,3,-240.018,-315.463,1726.015,69.829,33.266,-23.157,73.667,57.760,-32.697,39.0800816,-75.8790150,1701.169,-259.256,-324.140,1720.569,17,83.774,-41.790,-22.856,4.110,-3.407,0.923,-1318.000,3446.000,4759.000,0.528,0.053,-0.557,-0.639,818.176,20.357,1766.713,1726.036,819.850,20.790,1750.165,1715.476
804.029,3,-215.919,-301.881,1703.038,75.180,40.859,-51.950,29.427,19.158,-36.701,39.0800692,-75.8790090,1698.380,-260.633,-323.620,1717.780,17,37.416,-19.279,-13.583,4.240,0.258,2.422,-2208.000,1728.000,5473.000,0.394,-0.133,-0.621,-0.664,819.432,20.356,1754.292,1713.615,820.250,20.770,1746.215,1711.526
804.129,3,-239.468,-312.427,1709.414,62.466,33.536,-49.255,-3.609,-11.836,-21.920,39.0800588,-75.8790017,1695.465,-261.787,-322.989,1714.865,17,0.625,-0.467,-17.296,5.716,0.403,2.742,-3146.000,1428.000,5680.000,0.190,-0.360,-0.635,-0.657,819.194,20.352,1756.643,1715.966,819.500,20.790,1753.622,1718.934
804.229,3,-241.608,-312.853,1713.070,54.133,24.193,-39.710,-12.517,-29.959,18.875,39.0800495,-75.8789959,1692.230,-262.820,-322.487,1711.630,16,-37.258,19.674,-10.092,5.631,-1.131,2.427,-4541.000,1426.000,5429.000,-0.072,-0.501,-0.595,-0.624,817.949,20.351,1768.955,1728.278,819.380,20.780,1754.808,1720.119
804.329,3,-240.216,-311.867,1707.429,37.261,18.263,-30.711,-35.073,-10.896,19.554,39.0800412,-75.8789927,1689.063,-263.741,-322.210,1708.463,17,-5.552,46.308,-5.983,-1.355,-3.707,3.652,-5477.000,580.000,4283.000,-0.223,-0.320,-0.705,-0.592,819.254,20.350,1756.050,1715.373,821.710,20.780,1731.809,1697.120
804.429,3,-241.720,-309.950,1695.559,15.375,21.848,-37.591,-36.209,16.095,-19.794,39.0800336,-75.8789891,1685.928,-264.585,-321.899,1705.328,16,19.006,31.411,-17.943,-6.370,-1.930,-0.028,-4978.000,-867.000,3415.000,-0.097,-0.037,-0.745,-0.659,820.887,20.350,1739.924,1699.247,821.590,20.770,1732.993,1698.304
804.529,3,-246.472,-304.608,1685.922,10.837,37.421,-47.955,4.787,41.260,-37.098,39.0800263,-75.8789827,1682.928,-265.395,-321.345,1702.328,16,31.310,24.127,-30.125,-8.160,-1.479,-4.357,-4369.000,-1399.000,3397.000,0.113,0.267,-0.551,-0.782,820.709,20.360,1741.684,1701.007,821.590,20.790,1732.993,1698.304
804.629,3,-247.862,-298.168,1682.889,27.784,35.080,-25.555,40.903,13.152,11.617,39.0800183,-75.8789722,1680.251,-266.283,-320.436,1699.651,15,38.558,4.281,-28.286,-7.395,-2.951,-8.857,-4440.000,-1139.000,3951.000,0.175,0.546,-0.106,-0.812,820.574,20.351,1743.014,1702.337,821.060,20.790,1738.220,1703.531
804.729,3,-247.258,-298.735,1693.462,22.519,13.044,13.733,8.037,-14.645,39.264,39.0800068,-75.8789610,1677.581,-267.560,-319.467,1696.981,16,44.340,22.138,-15.206,-4.559,-4.687,-12.666,-4890.000,-250.000,4561.000,-0.009,0.710,0.401,-0.579,820.220,20.356,1746.507,1705.830,822.390,20.780,1725.107,1690.418
804.829,3,-251.858,-307.081,1698.138,7.362,-5.706,23.342,-6.422,-14.664,20.109,39.0799938,-75.8789507,1674.794,-269.003,-318.576,1694.194,16,1.437,30.032,-15.730,0.196,-7.048,-14.729,-5187.000,1386.000,5070.000,-0.307,0.706,0.638,-0.026,821.816,20.350,1730.766,1690.089,822.550,20.780,1723.531,1688.842
804.929,3,-263.992,-316.641,1703.267,-18.533,-12.267,18.820,-23.903,-6.370,4.633,39.0799806,-75.8789414,1672.261,-270.469,-317.771,1691.661,17,-11.744,22.921,-12.541,5.761,-4.817,-11.552,-4789.000,2701.000,5334.000,-0.468,0.592,0.431,0.495,821.517,20.351,1733.715,1693.038,822.170,20.770,1727.276,1692.587
805.029,3,-282.304,-319.967,1704.037,-39.876,-0.500,2.517,-26.372,9.880,-10.161,39.0799676,-75.8789336,1669.911,-271.912,-317.096,1689.311,18,-19.401,19.035,-7.384,5.514,-0.684,-8.693,-5071.000,3555.000,4950.000,-0.510,0.436,0.062,0.739,821.100,20.351,1737.822,1697.145,822.270,20.780,1726.290,1691.601
805.129,3,-278.952,-317.828,1697.074,-39.222,2.741,-1.774,-19.684,19.281,-10.005,39.0799566,-75.8789262,1667.760,-273.133,-316.456,1687.160,16,-25.176,11.191,0.474,3.228,-0.620,-4.248,-4532.000,5279.000,4161.000,-0.465,0.304,-0.145,0.819,821.469,20.354,1734.191,1693.514,823.240,20.780,1716.736,1682.047
805.229,3,-282.115,-316.224,1691.445,-39.536,7.845,-8.123,-10.393,21.685,-20.320,39.0799479,-75.8789173,1665.436,-274.099,-315.686,1684.836,15,-16.571,19.703,5.093,1.214,-2.205,-1.027,-3641.000,5813.000,3918.000,-0.443,0.179,-0.153,0.865,822.179,20.349,1727.183,1686.506,823.390,20.790,1715.259,1680.571
805.329,3,-287.458,-314.363,1684.148,-36.159,4.924,-13.953,1.819,-8.593,-12.911,39.0799380,-75.8789068,1663.117,-275.198,-314.778,1682.517,16,0.898,8.878,2.672,-1.076,-2.636,-0.320,-3379.000,5486.000,4440.000,-0.976,0.018,-0.211,0.057,822.916,20.356,1719.926,1679.249,823.790,20.780,1711.323,1676.634
805.429,3,-292.564,-313.275,1677.967,-29.444,1.835,-18.113,5.274,-6.783,-10.639,39.0799259,-75.8788969,1660.775,-276.541,-313.921,1680.175,16,6.055,-2.061,5.797,-1.670,-1.949,-0.509,-3154.000,4786.000,5067.000,-0.759,0.243,-0.084,-0.598,822.952,20.362,1719.568,1678.891,823.690,20.780,1712.307,1677.618
805.529,3,-294.854,-313.433,1671.074,-18.574,-3.030,-24.914,8.641,-9.377,-18.904,39.0799128,-75.8788883,1658.547,-277.996,-313.177,1677.947,17,7.219,-10.904,8.619,-0.776,-0.754,-0.283,-2674.000,4113.000,5309.000,-0.742,0.258,-0.037,-0.618,823.217,20.365,1716.962,1676.285,823.980,20.780,1709.454,1674.765
805.629,3,-292.813,-315.054,1665.593,-6.389,-8.210,-28.886,9.169,-10.209,-19.980,39.0799006,-75.8788799,1656.202,-279.350,-312.450,1675.602,18,7.765,-11.528,9.927,0.288,0.102,-0.264,-2350.000,3731.000,5372.000,-0.754,0.244,-0.037,-0.609,823.178,20.364,1717.346,1676.669,824.520,20.780,1704.143,1669.454
805.729,3,-288.677,-317.454,1659.831,-1.259,-12.169,-23.238,1.079,-9.757,-5.265,39.0798880,-75.8788712,1653.850,-280.749,-311.697,1673.250,16,2.334,-4.870,9.374,0.912,0.869,-0.130,-2295.000,3641.000,5404.000,-0.348,0.210,-0.122,-0.906,823.771,20.360,1711.508,1670.831,824.740,20.790,1701.980,1667.292
805.829,3,-287.590,-319.606,1657.696,-9.499,-14.011,-19.243,-13.812,-8.298,-7.509,39.0798768,-75.8788611,1651.386,-281.992,-310.823,1670.786,16,-12.067,1.099,10.868,0.663,0.298,0.011,-2496.000,3884.000,5365.000,-0.376,0.192,-0.134,-0.897,823.922,20.366,1710.021,1669.344,825.310,20.790,1696.379,1661.690
805.929,3,-291.793,-320.150,1652.916,-19.507,-10.789,-21.157,-16.074,-2.806,-11.253,39.0798664,-75.8788506,1648.925,-283.147,-309.915,1668.325,17,-14.179,3.936,7.197,0.209,-1.530,0.288,-2781.000,4050.000,5353.000,-0.391,0.264,-0.120,-0.873,824.587,20.371,1703.489,1662.812,825.700,20.780,1692.548,1657.859
806.029,3,-297.603,-317.743,1650.013,-21.013,-3.695,-15.116,-8.676,2.165,-2.901,39.0798561,-75.8788402,1646.492,-284.290,-309.015,1665.892,17,-4.180,8.404,6.292,-0.940,-2.676,0.786,-2858.000,3608.000,5540.000,-0.390,0.279,-0.025,-0.877,824.806,20.368,1701.330,1660.653,825.530,20.790,1694.217,1659.528
806.129,3,-291.458,-312.092,1660.266,-17.426,-1.994,-9.874,2.548,-4.438,1.270,39.0798450,-75.8788279,1644.258,-285.523,-307.951,1663.658,17,10.336,1.472,6.321,-2.290,-2.280,0.624,-2622.000,2685.000,5679.000,-0.280,0.389,0.024,-0.877,824.233,20.357,1706.967,1666.290,824.790,20.790,1701.489,1666.800
806.229,3,-291.699,-310.388,1662.311,-15.503,-5.071,-8.816,2.959,-17.310,-2.273,39.0798329,-75.8788163,1641.990,-286.866,-306.947,1661.390,17,11.406,-13.683,6.917,-2.263,-0.411,0.437,-2011.000,1912.000,5434.000,-0.171,0.407,0.054,-0.896,824.170,20.369,1707.586,1666.909,824.890,20.780,1700.506,1665.817
806.329,3,-293.152,-310.213,1660.810,-10.754,-8.790,-7.405,11.029,-14.223,2.756,39.0798208,-75.8788051,1639.782,-288.209,-305.978,1659.182,17,17.972,-11.715,4.647,-1.315,1.540,0.974,-1374.000,1830.000,5015.000,-0.096,0.341,0.024,-0.935,824.631,20.366,1703.048,1662.371,825.450,20.800,1695.003,1660.314
806.429,3,-293.950,-311.216,1659.005,-4.698,-11.991,-8.812,11.205,-11.459,-5.539,39.0798096,-75.8787943,1637.643,-289.453,-305.043,1657.043,17,10.623,-12.671,1.300,-0.249,3.211,1.771,-1124.000,2488.000,4767.000,-0.057,0.196,-0.069,-0.977,824.748,20.367,1701.901,1661.224,825.640,20.790,1693.137,1658.448
806.529,3,-293.888,-312.659,1654.971,-2.518,-12.882,-10.296,1.867,-7.558,-4.182,39.0797984,-75.8787862,1635.155,-290.696,-304.342,1654.555,16,2.334,-9.259,-1.056,1.078,4.016,2.128,-1149.000,3835.000,4516.000,0.383,-0.069,0.044,-0.920,825.264,20.371,1696.832,1656.155,826.210,20.790,1687.540,1652.852
806.629,3,-295.105,-312.373,1651.556,-9.136,-6.689,-7.514,-13.046,3.202,1.811,39.0797887,-75.8787777,1632.713,-291.773,-303.607,1652.113,16,-17.167,-2.076,4.058,1.751,3.119,2.050,-1639.000,5168.000,4068.000,0.282,-0.243,0.016,-0.928,825.516,20.375,1694.350,1653.673,826.570,20.780,1684.007,1649.319
806.729,3,-298.924,-308.630,1649.150,-16.165,3.017,-3.816,-14.291,8.941,3.380,39.0797800,-75.8787685,1630.174,-292.739,-302.811,1649.574,16,-19.250,7.585,5.481,0.671,0.910,2.606,-2383.000,5930.000,3471.000,0.217,-0.318,-0.084,-0.919,825.831,20.370,1691.259,1650.582,826.770,20.790,1682.045,1647.356
806.829,3,-303.865,-302.953,1647.444,-19.723,8.294,-4.006,-11.229,5.675,-1.453,39.0797701,-75.8787586,1627.656,-293.838,-301.954,1647.056,16,-11.227,9.503,3.433,-0.829,-0.422,3.415,-3154.000,6171.000,3246.000,0.196,-0.327,-0.254,-0.889,826.033,20.369,1689.278,1648.601,826.980,20.780,1679.985,1645.297
806.929,3,-309.082,-298.350,1645.102,-23.956,8.038,-5.034,-13.174,1.431,-2.327,39.0797594,-75.8787491,1625.279,-295.026,-301.132,1644.679,16,-9.503,11.615,2.528,-2.627,-0.294,3.937,-4126.000,5909.000,3433.000,0.238,-0.311,-0.462,-0.796,826.256,20.377,1687.094,1646.417,826.810,20.780,1681.653,1646.964
807.029,3,-313.987,-297.292,1644.795,-24.354,0.778,-5.414,-9.957,-5.387,-3.190,39.0797477,-75.8787403,1623.030,-296.324,-300.371,1642.430,16,-8.124,10.264,0.790,-3.861,0.575,4.410,-4907.000,5176.000,3927.000,0.322,-0.285,-0.663,-0.613,826.072,20.372,1688.893,1648.216,827.140,20.780,1678.416,1643.727
807.129,3,-305.516,-298.679,1646.254,-20.112,-0.141,-4.696,-0.314,-2.946,-1.443,39.0797352,-75.8787321,1620.733,-297.712,-299.661,1640.133,16,-7.262,5.078,-0.510,-3.767,2.169,5.041,-5157.000,4193.000,4526.000,0.452,-0.427,-0.740,-0.256,826.163,20.375,1688.003,1647.326,827.020,20.780,1679.593,1644.904
807.229,3,-305.287,-298.682,1646.027,-16.851,1.831,-4.344,7.365,8.917,0.207,39.0797220,-75.8787239,1618.459,-299.178,-298.952,1637.859,16,-15.113,0.323,2.363,-2.088,2.685,5.373,-5107.000,3499.000,4961.000,0.442,-0.482,-0.755,0.045,826.205,20.373,1687.593,1646.916,827.530,20.780,1674.592,1639.903
807.329,3,-306.683,-297.571,1641.729,-12.693,7.109,-5.452,8.522,16.470,0.157,39.0797082,-75.8787151,1616.208,-300.710,-298.191,1635.608,16,-19.387,6.946,4.374,-0.816,1.272,5.934,-5077.000,2920.000,5117.000,0.330,-0.554,-0.702,0.304,827.099,20.371,1678.814,1638.137,828.590,20.790,1664.206,1629.517
807.429,3,-307.810,-294.978,1635.669,-7.375,11.257,-8.497,8.717,11.227,-2.953,39.0796954,-75.8787058,1613.840,-302.131,-297.386,1633.240,16,-8.727,12.915,2.471,-1.355,-0.499,6.884,-5003.000,1744.000,5250.000,0.095,-0.592,-0.606,0.523,827.766,20.372,1672.276,1631.599,829.540,20.780,1654.907,1620.219
807.529,3,-307.819,-292.048,1627.102,-2.880,10.548,-12.702,5.406,1.905,-3.959,39.0796836,-75.8786972,1611.433,-303.441,-296.642,1630.833,16,3.563,7.370,0.287,-2.834,0.045,7.255,-4027.000,349.000,5349.000,-0.123,-0.543,-0.492,0.669,828.576,20.381,1664.342,1623.665,829.090,20.800,1659.311,1624.622
