State - Time (s),State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),MAX-M10S - Lat,MAX-M10S - Lon,MAX-M10S - Alt (m),MAX-M10S - Disp X (m),MAX-M10S - Disp Y (m),MAX-M10S - Disp Z (m),MAX-M10S - Fix Quality,BMI088andLIS3MDL - AccX,BMI088andLIS3MDL - AccY,BMI088andLIS3MDL - AccZ,BMI088andLIS3MDL - GyroX,BMI088andLIS3MDL - GyroY,BMI088andLIS3MDL - GyroZ,BMI088andLIS3MDL - MagX,BMI088andLIS3MDL - MagY,BMI088andLIS3MDL - MagZ,BMI088andLIS3MDL - OriX,BMI088andLIS3MDL - OriY,BMI088andLIS3MDL - OriZ,BMI088andLIS3MDL - OriW,DPS310 - Pres (hPa),DPS310 - Temp (C),DPS310 - Alt ASL (ft),DPS310 - Alt AGL (ft),MS5611 - Pres (hPa),MS5611 - Temp (C),MS5611 - Alt ASL (ft),MS5611 - Alt AGL (ft)
884.729,4,-712.498,424.156,89.501,-0.370,1.585,-0.634,-0.083,0.212,0.825,39.0759978,-75.8703706,82.179,-712.627,423.824,101.579,16,-1.200,-1.530,-10.458,-0.215,0.126,0.758,-4506.000,2652.000,-306.000,-0.902,0.424,0.013,0.082,997.695,20.594,130.245,89.568,998.470,20.980,123.714,89.025
884.829,4,-712.783,424.902,89.124,-0.370,1.319,-0.105,-0.015,-0.001,0.696,39.0759966,-75.8703635,81.548,-712.761,424.439,100.948,17,-1.142,-1.336,-10.358,-0.036,-0.089,0.420,-4536.000,2507.000,-301.000,-0.893,0.442,0.020,0.082,997.754,20.595,129.747,89.070,998.550,20.990,123.041,88.352
884.929,4,-712.989,425.473,88.358,-0.294,0.901,-0.075,0.023,-0.187,0.481,39.0759954,-75.8703565,80.909,-712.894,425.044,100.309,17,-0.783,-0.998,-10.214,-0.126,0.013,0.083,-4523.000,2369.000,-289.000,-0.892,0.446,0.017,0.068,997.896,20.599,128.552,87.875,998.650,20.980,122.198,87.509
885.029,4,-713.150,425.968,87.854,-0.287,0.816,0.043,-0.060,0.104,0.386,39.0759942,-75.8703498,80.271,-713.027,425.624,99.671,17,-1.034,-1.027,-10.092,-0.083,0.136,-0.015,-4502.000,2293.000,-278.000,-0.893,0.446,0.018,0.065,997.937,20.595,128.201,87.524,998.790,20.990,121.020,86.331
885.129,4,-713.164,426.141,86.958,-0.285,0.832,-0.254,-0.050,-0.071,0.622,39.0759931,-75.8703433,79.663,-713.149,426.186,99.063,18,-0.991,-0.754,-10.358,-0.136,-0.121,-0.245,-4572.000,2278.000,-237.000,-0.898,0.434,0.026,0.057,998.058,20.592,127.187,86.510,998.800,20.990,120.936,86.247
885.229,4,-713.249,426.511,86.547,-0.310,0.886,-0.245,-0.080,-0.033,0.623,39.0759920,-75.8703368,79.056,-713.271,426.749,98.456,16,-0.977,-0.567,-10.372,-0.143,0.058,-0.437,-4567.000,2302.000,-215.000,-0.908,0.415,0.028,0.047,998.099,20.588,126.835,86.158,998.880,20.990,120.262,85.573
885.329,4,-713.370,426.991,85.968,-0.344,0.931,-0.053,-0.089,-0.078,1.279,39.0759909,-75.8703304,78.444,-713.393,427.303,97.844,14,-0.869,-0.582,-11.040,0.004,0.089,-0.733,-4606.000,2363.000,-231.000,-0.923,0.382,0.024,0.044,998.206,20.595,125.938,85.261,998.900,20.990,120.094,85.405
885.429,4,-713.508,427.571,85.349,-0.305,1.052,-0.088,0.089,0.103,0.714,39.0759899,-75.8703241,77.832,-713.504,427.848,97.232,15,-0.567,-0.963,-10.465,-0.045,0.162,-1.050,-4588.000,2452.000,-209.000,-0.942,0.333,0.013,0.046,998.288,20.602,125.245,84.568,999.010,20.990,119.168,84.479
885.529,4,-713.643,428.238,84.828,-0.243,1.146,-0.125,0.106,0.080,0.558,39.0759888,-75.8703180,77.234,-713.627,428.376,96.634,16,-0.352,-1.135,-10.300,0.019,0.032,-1.038,-4582.000,2538.000,-234.000,-0.958,0.283,0.005,0.052,998.322,20.591,124.964,84.287,999.100,21.000,118.411,83.722
885.629,4,-713.760,428.911,83.981,-0.128,1.032,-0.708,0.183,-0.168,-0.229,39.0759876,-75.8703120,76.625,-713.760,428.895,96.025,16,0.230,-0.905,-9.539,0.081,-0.009,-1.315,-4635.000,2675.000,-179.000,-0.974,0.219,-0.011,0.050,998.425,20.598,124.091,83.414,999.140,20.990,118.074,83.385
885.729,4,-713.855,429.494,83.259,-0.015,0.840,-1.116,0.192,-0.178,-0.503,39.0759863,-75.8703064,76.030,-713.904,429.379,95.430,15,0.682,-0.711,-9.259,-0.015,0.111,-1.161,-4547.000,2858.000,-285.000,-0.985,0.162,-0.031,0.040,998.449,20.604,123.889,83.212,999.200,20.990,117.569,82.880
885.829,4,-713.922,429.964,82.386,0.103,0.534,-1.532,0.215,-0.300,-0.682,39.0759852,-75.8703008,75.437,-714.026,429.864,94.837,15,1.121,-0.194,-9.065,-0.019,0.051,-1.481,-4562.000,2996.000,-228.000,-0.995,0.088,-0.049,0.021,998.527,20.598,123.232,82.555,999.210,20.990,117.485,82.796
885.929,4,-713.968,430.336,81.663,0.241,0.258,-1.747,0.267,-0.300,-0.757,39.0759840,-75.8702953,74.833,-714.159,430.340,94.233,16,1.408,0.172,-8.950,0.096,-0.058,-1.447,-4489.000,3193.000,-211.000,-0.998,0.015,-0.063,0.006,998.566,20.600,122.906,82.229,999.270,20.980,116.980,82.291
886.029,4,-714.004,430.719,80.846,0.323,0.276,-1.247,0.236,-0.035,0.083,39.0759828,-75.8702898,74.250,-714.293,430.816,93.650,17,1.688,0.266,-9.747,-0.075,-0.006,-1.572,-4386.000,3364.000,-252.000,-0.995,-0.063,-0.075,-0.005,998.672,20.605,122.012,81.335,999.400,20.980,115.886,81.197
886.129,4,-714.226,431.076,80.786,0.238,0.407,-1.243,0.094,0.099,-0.297,39.0759818,-75.8702843,73.646,-714.404,431.291,93.046,16,1.573,0.409,-9.374,-0.134,-0.006,-1.647,-4272.000,3546.000,-263.000,-0.986,-0.144,-0.080,-0.014,998.731,20.599,121.513,80.836,999.490,20.990,115.129,80.440
886.229,4,-714.315,431.436,80.234,0.189,0.457,-1.486,-0.000,-0.181,-0.667,39.0759809,-75.8702785,73.063,-714.504,431.793,92.463,16,1.207,1.077,-9.000,-0.077,0.072,-1.621,-4162.000,3663.000,-237.000,-0.971,-0.224,-0.080,-0.033,998.834,20.597,120.649,79.972,999.640,20.990,113.867,79.178
886.329,4,-714.387,431.847,79.574,0.131,0.460,-1.686,-0.029,-0.301,-0.427,39.0759800,-75.8702727,72.467,-714.603,432.295,91.867,16,0.948,1.559,-9.208,0.053,0.200,-1.581,-4042.000,3855.000,-216.000,-0.949,-0.301,-0.080,-0.049,998.903,20.597,120.065,79.388,999.680,20.990,113.530,78.842
886.429,4,-714.474,432.296,78.655,0.068,0.396,-1.715,0.002,-0.457,0.188,39.0759791,-75.8702672,71.895,-714.703,432.771,91.295,17,0.273,2.191,-9.762,0.055,-0.028,-1.805,-3833.000,3875.000,-269.000,-0.917,-0.387,-0.064,-0.075,999.020,20.606,119.081,78.404,999.720,21.000,113.194,78.505
886.529,4,-714.589,432.812,77.863,-0.005,0.481,-1.782,0.013,-0.164,-0.305,39.0759782,-75.8702614,71.285,-714.803,433.273,90.685,16,-0.165,2.119,-9.266,-0.083,-0.162,-1.777,-3651.000,3934.000,-286.000,-0.878,-0.466,-0.048,-0.095,999.066,20.616,118.695,78.018,999.830,20.990,112.269,77.580
886.629,4,-714.706,433.404,76.789,0.071,0.513,-2.160,0.263,-0.237,-0.800,39.0759774,-75.8702555,70.672,-714.892,433.783,90.072,16,-0.553,2.543,-8.634,-0.006,0.009,-1.666,-3529.000,3999.000,-305.000,-0.834,-0.537,-0.046,-0.118,999.193,20.604,117.626,76.949,999.960,20.980,111.175,76.486
886.729,4,-714.809,434.010,75.819,0.059,0.426,-2.450,0.113,-0.346,-1.096,39.0759766,-75.8702494,70.038,-714.981,434.311,89.438,16,-1.200,2.334,-8.318,0.085,0.104,-1.521,-3377.000,3960.000,-287.000,-0.789,-0.599,-0.033,-0.130,999.257,20.599,117.087,76.410,1000.040,20.990,110.503,75.814
886.829,4,-714.909,434.615,74.767,0.111,0.457,-2.392,0.182,-0.130,-0.691,39.0759757,-75.8702431,69.406,-715.081,434.856,88.806,16,-1.322,2.406,-8.698,0.072,0.156,-1.462,-3167.000,3892.000,-336.000,-0.743,-0.655,-0.031,-0.137,999.367,20.603,116.163,75.486,1000.210,20.990,109.073,74.384
886.929,4,-714.978,435.239,74.106,0.233,0.511,-1.815,0.263,-0.041,-0.229,39.0759747,-75.8702368,68.754,-715.192,435.401,88.154,16,-1.595,2.650,-9.072,0.028,0.011,-1.157,-3030.000,3742.000,-330.000,-0.703,-0.695,-0.030,-0.148,999.422,20.612,115.698,75.021,1000.170,20.990,109.409,74.720
887.029,4,-715.052,435.884,73.547,0.198,0.548,-1.013,0.107,-0.012,0.281,39.0759736,-75.8702302,68.079,-715.314,435.973,87.479,16,-1.982,2.413,-9.596,0.100,-0.006,-1.219,-2889.000,3665.000,-340.000,-0.660,-0.736,-0.021,-0.151,999.526,20.607,114.830,74.153,1000.260,20.990,108.652,73.963
887.129,4,-715.251,436.327,73.589,0.142,0.647,-0.999,0.215,-0.304,-0.464,39.0759728,-75.8702232,67.413,-715.403,436.578,86.813,16,-2.557,1.975,-8.777,0.264,0.138,-1.065,-2761.000,3538.000,-358.000,-0.619,-0.769,-0.002,-0.157,999.582,20.604,114.352,73.675,1000.390,20.990,107.559,72.870
887.229,4,-715.344,436.779,73.077,0.132,0.727,-1.109,0.148,-0.108,-0.035,39.0759718,-75.8702162,66.756,-715.514,437.184,86.156,15,-2.708,1.824,-9.216,0.081,0.081,-0.969,-2671.000,3404.000,-316.000,-0.581,-0.798,0.006,-0.160,999.689,20.602,113.458,72.781,1000.470,21.000,106.887,72.198
887.329,4,-715.423,437.327,72.555,0.054,0.850,-1.182,-0.105,0.031,-0.032,39.0759709,-75.8702088,66.091,-715.614,437.824,85.491,16,-2.571,1.300,-9.345,0.000,0.023,-0.986,-2608.000,3244.000,-251.000,-0.541,-0.827,0.015,-0.153,999.739,20.597,113.037,72.360,1000.590,21.000,105.878,71.189
887.429,4,-715.513,438.003,71.766,0.054,1.033,-1.534,0.128,0.113,-0.541,39.0759700,-75.8702011,65.411,-715.714,438.490,84.811,15,-2.413,1.343,-8.849,0.121,0.104,-0.761,-2548.000,3097.000,-333.000,-0.511,-0.846,0.014,-0.148,999.842,20.592,112.169,71.492,1000.640,21.000,105.458,70.769
887.529,4,-715.623,438.852,70.975,-0.027,1.406,-1.560,-0.017,0.471,-0.086,39.0759691,-75.8701931,64.762,-715.814,439.183,84.162,16,-1.616,1.415,-9.496,0.145,0.226,-0.580,-2530.000,2951.000,-364.000,-0.491,-0.863,-0.002,-0.121,999.899,20.597,111.684,71.007,1000.740,20.990,104.617,69.929
887.629,4,-715.787,439.849,70.029,-0.226,1.620,-1.693,-0.230,0.294,-0.303,39.0759683,-75.8701847,64.129,-715.902,439.909,83.529,16,-1.307,0.977,-9.374,0.023,0.002,-0.569,-2428.000,2794.000,-287.000,-0.468,-0.878,-0.005,-0.103,1000.007,20.598,110.780,70.103,1000.810,20.990,104.029,69.340
887.729,4,-715.992,440.868,69.370,-0.362,1.731,-1.252,-0.195,0.327,0.197,39.0759676,-75.8701763,63.458,-715.980,440.636,82.858,15,-1.063,1.020,-9.905,0.028,-0.002,-0.482,-2442.000,2729.000,-305.000,-0.449,-0.889,-0.011,-0.087,1000.053,20.593,110.391,69.714,1000.810,20.990,104.029,69.340
887.829,4,-716.164,441.797,68.690,-0.282,1.509,-1.083,0.030,0.020,-0.026,39.0759668,-75.8701677,62.818,-716.069,441.380,82.218,16,-1.408,0.912,-9.639,0.026,0.068,-0.665,-2394.000,2648.000,-297.000,-0.419,-0.904,-0.010,-0.084,1000.149,20.591,109.583,68.906,1000.970,20.990,102.685,67.996
887.929,4,-716.292,442.626,67.959,-0.279,1.392,-0.953,-0.072,0.172,-0.001,39.0759659,-75.8701589,62.188,-716.169,442.142,81.588,17,-1.070,1.034,-9.697,-0.115,0.053,-0.658,-2350.000,2491.000,-307.000,-0.389,-0.918,-0.021,-0.078,1000.244,20.602,108.788,68.111,1001.010,20.990,102.348,67.659
888.029,4,-716.407,443.456,67.525,-0.319,1.436,-0.743,-0.132,0.342,-0.040,39.0759653,-75.8701501,61.539,-716.235,442.903,80.939,17,-0.769,1.178,-9.675,0.023,-0.124,-0.709,-2392.000,2391.000,-319.000,-0.358,-0.930,-0.028,-0.071,1000.278,20.592,108.498,67.821,1001.070,20.990,101.844,67.155
888.129,4,-716.361,443.667,67.148,-0.305,1.491,-0.873,-0.141,0.359,-0.100,39.0759647,-75.8701411,60.889,-716.302,443.682,80.289,17,-0.560,1.099,-9.639,0.217,-0.060,-0.850,-2400.000,2266.000,-252.000,-0.321,-0.945,-0.029,-0.058,1000.375,20.594,107.686,67.009,1001.080,21.000,101.760,67.071
888.229,4,-716.404,444.207,66.723,-0.359,1.658,-1.131,-0.287,0.455,-0.805,39.0759642,-75.8701322,60.235,-716.358,444.452,79.635,16,0.093,1.286,-8.928,-0.077,0.021,-0.884,-2422.000,2145.000,-193.000,-0.280,-0.958,-0.050,-0.038,1000.434,20.600,107.186,66.509,1001.210,20.990,100.668,65.979
888.329,4,-716.489,444.954,66.092,-0.432,1.944,-1.392,-0.275,0.683,-0.511,39.0759637,-75.8701233,59.538,-716.413,445.222,78.938,16,0.725,2.140,-9.050,-0.141,0.166,-1.074,-2437.000,1939.000,-295.000,-0.230,-0.969,-0.089,-0.012,1000.518,20.590,106.480,65.803,1001.240,20.990,100.416,65.727
888.429,4,-716.627,445.913,65.407,-0.653,2.320,-1.507,-0.626,0.826,-0.183,39.0759633,-75.8701144,58.869,-716.457,445.992,78.269,16,1.717,2.895,-9.079,-0.077,0.053,-1.302,-2513.000,1740.000,-245.000,-0.169,-0.977,-0.129,0.023,1000.575,20.590,106.001,65.324,1001.460,21.010,98.567,63.878
888.529,4,-716.837,447.036,64.590,-0.946,2.581,-1.350,-0.799,0.693,0.379,39.0759630,-75.8701056,58.173,-716.491,446.754,77.573,17,2.356,3.433,-9.359,0.143,0.021,-1.521,-2629.000,1579.000,-259.000,-0.099,-0.982,-0.153,0.057,1000.671,20.594,105.196,64.519,1001.430,21.000,98.820,64.131
888.629,4,-717.070,448.143,64.070,-1.072,2.468,-0.928,-0.614,0.315,0.436,39.0759627,-75.8700971,57.472,-716.524,447.489,76.872,16,2.263,3.771,-9.280,-0.109,0.055,-1.553,-2765.000,1397.000,-292.000,-0.026,-0.981,-0.177,0.077,1000.702,20.593,104.937,64.260,1001.540,20.990,97.896,63.207
888.729,4,-717.248,449.062,63.419,-1.068,2.142,-0.642,-0.513,0.208,0.470,39.0759624,-75.8700890,56.852,-716.557,448.190,76.252,16,1.932,4.317,-9.144,-0.066,0.023,-1.860,-2935.000,1239.000,-213.000,0.060,-0.975,-0.199,0.085,1000.810,20.597,104.031,63.354,1001.590,21.000,97.475,62.786
888.829,4,-717.318,449.737,63.132,-0.865,1.593,0.039,-0.265,-0.053,0.852,39.0759622,-75.8700813,56.197,-716.580,448.856,75.597,17,1.250,4.633,-9.524,-0.134,0.072,-1.973,-3131.000,1075.000,-253.000,0.153,-0.962,-0.212,0.082,1000.840,20.587,103.781,63.104,1001.630,20.990,97.140,62.451
888.929,4,-717.319,450.233,62.875,-0.793,1.234,0.435,-0.362,0.081,0.739,39.0759620,-75.8700742,55.503,-716.602,449.471,74.903,17,0.467,5.021,-9.273,0.068,-0.170,-1.967,-3384.000,993.000,-205.000,0.241,-0.942,-0.225,0.067,1000.907,20.596,103.215,62.538,1001.650,20.990,96.971,62.283
889.029,4,-717.290,450.594,62.483,-0.539,0.718,0.035,-0.096,-0.193,-0.036,39.0759615,-75.8700678,54.847,-716.657,450.024,74.247,17,-0.294,4.267,-8.792,-0.019,0.021,-1.986,-3578.000,1054.000,-237.000,0.332,-0.915,-0.223,0.054,1000.964,20.593,102.732,62.055,1001.700,20.990,96.552,61.863
889.129,4,-716.972,450.600,61.576,-0.389,0.647,-0.309,0.059,-0.310,0.286,39.0759610,-75.8700618,54.193,-716.713,450.543,73.593,16,-0.833,3.670,-9.374,0.224,0.190,-2.101,-3802.000,1078.000,-228.000,0.428,-0.880,-0.200,0.039,1001.075,20.589,101.801,61.124,1001.900,21.000,94.872,60.183
889.229,4,-716.937,450.873,60.953,-0.314,0.639,-0.379,0.148,-0.228,0.590,39.0759604,-75.8700560,53.601,-716.779,451.045,73.001,16,-1.623,3.232,-9.754,0.049,-0.064,-1.954,-3983.000,1146.000,-210.000,0.513,-0.837,-0.189,0.015,1001.167,20.596,101.032,60.355,1001.900,20.990,94.872,60.183
889.329,4,-716.962,451.231,60.256,-0.209,0.486,-0.495,0.248,-0.672,0.374,39.0759597,-75.8700504,53.075,-716.857,451.530,72.475,17,-1.623,2.212,-9.833,-0.075,-0.364,-2.114,-4175.000,1323.000,-194.000,0.597,-0.784,-0.169,-0.008,1001.266,20.594,100.194,59.517,1002.010,21.000,93.949,59.260
889.429,4,-716.983,451.596,59.729,0.019,0.256,-0.457,0.508,-0.774,0.525,39.0759589,-75.8700454,52.433,-716.946,451.962,71.833,16,-1.149,0.998,-10.264,0.081,0.117,-2.020,-4319.000,1564.000,-196.000,0.678,-0.726,-0.117,-0.015,1001.292,20.600,99.977,59.300,1002.080,20.990,93.361,58.672
889.529,4,-716.966,451.933,59.057,0.231,-0.016,-0.395,0.458,-0.827,0.719,39.0759580,-75.8700406,51.781,-717.046,452.378,71.181,16,-0.057,0.503,-10.559,0.021,0.358,-1.854,-4424.000,1678.000,-224.000,0.746,-0.664,-0.060,0.001,1001.383,20.591,99.216,58.539,1002.160,20.990,92.689,58.001
889.629,4,-716.935,452.212,58.484,0.356,-0.397,-0.058,0.358,-1.027,1.050,39.0759571,-75.8700361,51.149,-717.146,452.767,70.549,17,0.725,0.582,-10.875,0.038,-0.089,-1.926,-4508.000,1809.000,-190.000,0.806,-0.591,-0.030,0.013,1001.439,20.595,98.743,58.066,1002.220,21.000,92.186,57.497
889.729,4,-716.905,452.465,57.747,0.624,-0.588,-0.199,0.649,-0.788,0.438,39.0759559,-75.8700315,50.535,-717.279,453.165,69.935,14,1.314,-0.136,-10.214,0.213,-0.258,-1.862,-4579.000,2181.000,-161.000,0.857,-0.514,0.012,0.011,1001.541,20.591,97.890,57.213,1002.240,20.980,92.018,57.329
889.829,4,-716.883,452.858,57.049,0.642,-0.211,0.073,0.373,-0.051,0.843,39.0759549,-75.8700266,49.881,-717.390,453.589,69.281,17,0.977,-0.359,-10.609,-0.040,0.130,-1.615,-4591.000,2518.000,-172.000,0.895,-0.444,0.032,0.011,1001.618,20.591,97.240,56.563,1002.390,20.990,90.758,56.069
889.929,4,-716.875,453.446,56.119,0.818,0.169,0.097,0.573,0.061,0.689,39.0759539,-75.8700217,49.238,-717.501,454.013,68.638,17,1.566,-0.819,-10.365,-0.006,0.104,-1.753,-4553.000,2691.000,-242.000,0.929,-0.364,0.060,0.004,1001.756,20.588,96.082,55.405,1002.510,20.990,89.751,55.062
890.029,4,-716.829,454.126,55.551,1.015,0.414,0.406,0.621,0.056,0.760,39.0759528,-75.8700165,48.600,-717.623,454.463,68.000,16,1.889,-1.365,-10.329,0.381,-0.349,-1.724,-4517.000,2935.000,-187.000,0.956,-0.282,0.077,-0.026,1001.805,20.600,95.671,54.994,1002.600,21.000,88.996,54.307
890.129,4,-717.317,454.629,54.729,0.808,0.598,0.090,0.171,0.148,0.389,39.0759518,-75.8700111,47.985,-717.734,454.930,67.385,16,1.566,-1.171,-10.013,0.011,-0.098,-1.462,-4393.000,3235.000,-237.000,0.974,-0.211,0.081,-0.031,1001.888,20.593,94.971,54.294,1002.680,20.990,88.325,53.636
890.229,4,-717.439,455.055,54.096,0.716,0.774,-0.161,0.055,0.355,-0.066,39.0759508,-75.8700054,47.364,-717.845,455.424,66.764,15,1.702,-1.314,-9.510,-0.113,0.320,-1.300,-4329.000,3398.000,-270.000,0.983,-0.150,0.097,-0.035,1001.994,20.600,94.087,53.410,1002.650,20.990,88.576,53.887
890.329,4,-717.492,455.545,53.486,0.561,0.862,-0.157,-0.158,0.003,0.744,39.0759499,-75.8699996,46.748,-717.945,455.925,66.148,15,1.789,-0.697,-10.379,-0.049,0.079,-1.214,-4268.000,3405.000,-260.000,0.991,-0.091,0.095,-0.026,1002.073,20.587,93.417,52.740,1002.900,20.990,86.478,51.789
890.429,4,-717.554,456.100,52.782,0.399,0.830,-0.487,-0.067,-0.297,-0.005,39.0759491,-75.8699936,46.143,-718.034,456.445,65.543,15,1.530,-0.036,-9.690,0.164,-0.266,-1.125,-4177.000,3546.000,-276.000,0.996,-0.033,0.081,-0.015,1002.158,20.591,92.707,52.030,1002.880,20.980,86.646,51.957
890.529,4,-717.663,456.711,52.073,0.240,0.908,-0.879,0.017,-0.026,-0.274,39.0759484,-75.8699877,45.541,-718.112,456.955,64.941,16,1.674,-0.072,-9.388,-0.053,0.094,-0.963,-4092.000,3689.000,-298.000,0.996,0.015,0.087,-0.006,1002.201,20.600,92.347,51.670,1002.880,20.990,86.646,51.957
890.629,4,-717.852,457.385,51.079,-0.104,0.987,-1.349,-0.307,0.045,-0.396,39.0759479,-75.8699815,44.961,-718.167,457.491,64.361,16,1.336,0.093,-9.323,-0.192,0.320,-1.014,-4011.000,3673.000,-250.000,0.994,0.064,0.087,0.004,1002.305,20.606,91.473,50.796,1003.030,21.000,85.388,50.699
890.729,4,-718.109,458.100,50.335,-0.355,1.065,-1.181,-0.267,0.136,0.055,39.0759475,-75.8699749,44.315,-718.211,458.063,63.715,15,1.307,-0.007,-9.783,-0.049,0.083,-0.763,-3950.000,3645.000,-341.000,0.992,0.101,0.079,0.001,1002.342,20.597,91.159,50.482,1003.120,20.990,84.633,49.944
890.829,4,-718.352,458.801,49.700,-0.438,1.064,-0.757,-0.160,0.126,0.378,39.0759470,-75.8699685,43.693,-718.267,458.616,63.093,17,1.243,-0.057,-10.113,0.045,-0.094,-0.880,-3878.000,3693.000,-342.000,0.987,0.144,0.067,-0.004,1002.420,20.595,90.503,49.826,1003.180,21.000,84.130,49.441
890.929,4,-718.556,459.478,49.193,-0.566,1.063,-0.299,-0.288,0.177,0.504,39.0759466,-75.8699619,43.115,-718.311,459.187,62.515,16,0.905,-0.144,-10.279,-0.187,-0.038,-0.622,-3878.000,3693.000,-342.000,0.983,0.174,0.054,-0.004,1002.497,20.597,89.858,49.181,1003.280,21.000,83.291,48.602
891.029,4,-718.735,460.128,48.665,-0.613,1.032,-0.199,-0.251,0.174,0.248,39.0759462,-75.8699554,42.511,-718.356,459.750,61.911,16,0.948,-0.309,-10.013,-0.023,0.194,-0.580,-3834.000,3722.000,-300.000,0.978,0.202,0.054,-0.014,1002.581,20.592,89.159,48.482,1003.290,21.000,83.207,48.518
891.129,4,-718.573,460.297,48.234,-0.521,1.031,-0.370,0.024,-0.108,-0.019,39.0759457,-75.8699488,41.891,-718.411,460.321,61.291,16,0.919,0.158,-9.747,0.055,-0.115,-0.435,-3811.000,3767.000,-308.000,0.974,0.223,0.048,-0.008,1002.634,20.601,88.711,48.034,1003.400,21.000,82.284,47.595
891.229,4,-718.597,460.693,47.806,-0.523,1.108,-0.474,-0.153,0.104,0.094,39.0759452,-75.8699421,41.322,-718.467,460.901,60.722,17,0.603,-0.266,-9.884,0.000,-0.170,-0.055,-3760.000,3726.000,-303.000,0.974,0.226,0.033,-0.013,1002.704,20.598,88.119,47.442,1003.500,21.000,81.446,46.757
891.329,4,-718.686,461.214,47.319,-0.591,1.119,-0.660,-0.319,-0.152,-0.170,39.0759447,-75.8699354,40.718,-718.522,461.480,60.118,17,-0.014,-0.036,-9.647,-0.077,0.015,-0.136,-3733.000,3781.000,-304.000,0.972,0.232,0.017,-0.005,1002.767,20.607,87.594,46.917,1003.560,21.000,80.943,46.254
891.429,4,-718.802,461.832,46.773,-0.592,1.239,-0.504,-0.162,0.151,0.763,39.0759444,-75.8699290,40.133,-718.556,462.034,59.533,18,0.101,-0.438,-10.566,-0.009,-0.109,0.107,-3765.000,3801.000,-328.000,0.974,0.227,0.006,-0.013,1002.831,20.596,87.056,46.379,1003.610,20.990,80.523,45.834
891.529,4,-718.885,462.560,46.210,-0.339,1.427,-0.363,0.292,0.330,0.715,39.0759438,-75.8699225,39.553,-718.622,462.597,58.953,18,1.099,-0.488,-10.465,-0.066,0.100,-0.043,-3781.000,3739.000,-345.000,0.973,0.229,0.028,-0.023,1002.897,20.596,86.501,45.824,1003.630,21.000,80.355,45.667
891.629,4,-718.943,463.335,45.518,-0.409,1.449,-0.740,-0.296,0.168,-0.187,39.0759431,-75.8699160,38.976,-718.700,463.159,58.376,18,0.144,-0.869,-9.589,0.004,-0.094,0.224,-3783.000,3737.000,-300.000,0.975,0.218,0.011,-0.034,1002.974,20.602,85.861,45.184,1003.810,21.000,78.846,44.157
891.729,4,-719.006,464.109,44.643,-0.314,1.583,-1.694,-0.041,0.469,-1.320,39.0759424,-75.8699094,38.399,-718.778,463.730,57.799,17,0.359,-1.243,-8.404,0.053,-0.168,0.345,-3825.000,3754.000,-302.000,0.978,0.201,0.003,-0.049,1003.037,20.600,85.330,44.653,1003.840,21.000,78.594,43.906
891.829,4,-719.014,464.801,43.526,-0.083,1.300,-2.234,0.168,0.011,-1.059,39.0759417,-75.8699029,37.818,-718.855,464.292,57.218,16,0.733,-0.812,-8.684,0.079,0.290,0.426,-3839.000,3844.000,-350.000,0.982,0.180,0.023,-0.054,1003.125,20.600,84.587,43.910,1003.890,20.990,78.175,43.486
891.929,4,-719.014,465.359,42.632,-0.102,1.107,-2.238,-0.070,0.111,-0.782,39.0759410,-75.8698966,37.214,-718.933,464.838,56.614,16,0.632,-1.243,-8.921,0.075,0.177,0.526,-3855.000,3739.000,-405.000,0.986,0.153,0.027,-0.067,1003.178,20.594,84.146,43.469,1003.910,20.990,78.008,43.319
892.029,4,-719.033,465.848,41.755,0.063,0.863,-2.377,0.160,0.015,-0.969,39.0759401,-75.8698903,36.598,-719.033,465.383,55.998,16,0.668,-1.099,-8.749,0.047,-0.290,0.418,-3873.000,3584.000,-397.000,0.988,0.134,0.020,-0.067,1003.262,20.593,83.444,42.767,1004.040,20.990,76.918,42.229
892.129,4,-719.075,465.940,42.016,0.095,0.829,-2.268,0.401,-0.214,-1.015,39.0759394,-75.8698840,35.969,-719.111,465.928,55.369,16,1.214,-0.654,-8.698,0.087,0.113,0.582,-3959.000,3631.000,-382.000,0.992,0.107,0.043,-0.059,1003.317,20.597,82.978,42.301,1004.120,21.010,76.248,41.559
892.229,4,-719.117,466.264,41.443,0.066,0.835,-2.422,-0.036,-0.179,-0.615,39.0759386,-75.8698780,35.339,-719.200,466.447,54.739,17,0.733,-0.833,-9.129,0.149,0.009,0.518,-4013.000,3638.000,-411.000,0.994,0.082,0.039,-0.058,1003.424,20.612,82.080,41.403,1004.150,21.000,75.996,41.307
892.329,4,-719.169,466.707,40.815,0.041,0.942,-2.533,0.006,0.144,-0.582,39.0759378,-75.8698720,34.703,-719.288,466.966,54.103,17,0.582,-1.221,-9.129,-0.113,-0.230,0.520,-4040.000,3498.000,-376.000,0.996,0.056,0.027,-0.060,1003.465,20.604,81.743,41.066,1004.280,21.000,74.906,40.217
